neuron_id,cell_type,observed,seed,teacher_rate_hz,student_rate_hz,fluctuation_r2
4131,excitatory,0,44,0.0,0.0,
4132,excitatory,0,44,0.0,0.0,
4133,excitatory,0,44,1.1645962732919255,0.6211180124223602,0.2512800693511963
4134,excitatory,0,44,0.0,0.0,
4135,inhibitory,0,44,19.33229813664596,20.263975155279503,0.5682226419448853
4136,inhibitory,0,44,30.512422360248447,22.204968944099377,0.6477466225624084
4137,excitatory,0,44,52.48447204968944,50.62111801242236,0.9741572141647339
4138,excitatory,0,44,0.0,0.0,
4139,excitatory,0,44,4.968944099378882,4.037267080745341,0.8444082736968994
4142,excitatory,0,44,4.968944099378882,5.822981366459627,0.8089006543159485
4143,excitatory,0,44,11.335403726708075,7.686335403726708,0.659531831741333
4144,excitatory,0,44,0.0,0.0,
4145,inhibitory,0,44,1.7080745341614907,1.7080745341614907,0.9215807914733887
4146,excitatory,0,44,6.444099378881988,6.909937888198757,0.8841197490692139
4147,excitatory,0,44,0.0,0.0,
4148,excitatory,0,44,9.627329192546583,8.695652173913043,0.8889509439468384
4149,excitatory,0,44,26.86335403726708,24.37888198757764,0.5951727628707886
4150,inhibitory,0,44,31.52173913043478,30.12422360248447,0.7612904906272888
4151,excitatory,0,44,1.7857142857142856,1.8633540372670807,0.35114002227783203
4152,excitatory,0,44,0.4658385093167702,0.3881987577639751,0.707465410232544
4153,inhibitory,0,44,0.0,0.2329192546583851,
4154,inhibitory,0,44,22.43788819875776,28.57142857142857,0.2559124231338501
4155,excitatory,0,44,0.0,0.0,
4156,excitatory,0,44,2.1739130434782608,0.8540372670807453,0.31808894872665405
4157,inhibitory,0,44,2.1739130434782608,2.329192546583851,0.898910641670227
4158,excitatory,0,44,0.0,0.0,
4159,excitatory,0,44,0.0,0.0,
4160,excitatory,0,44,0.0,0.0,
4161,excitatory,0,44,0.0,0.0,
4162,inhibitory,0,44,231.3664596273292,205.43478260869563,-0.11096274852752686
4163,excitatory,0,44,0.0,0.07763975155279502,
4164,excitatory,0,44,1.0869565217391304,0.3105590062111801,0.060864150524139404
4165,excitatory,0,44,0.4658385093167702,0.4658385093167702,0.6384953260421753
4166,excitatory,0,44,0.0,0.0,
4167,inhibitory,0,44,7.220496894409937,8.307453416149068,0.6258939504623413
4168,excitatory,0,44,0.0,0.0,
4169,excitatory,0,44,0.0,0.0,
4170,inhibitory,0,44,0.07763975155279502,0.3881987577639751,-4.869956016540527
4171,excitatory,0,44,0.2329192546583851,0.15527950310559005,0.6522195339202881
4172,excitatory,0,44,0.0,0.0,
4173,excitatory,0,44,0.6211180124223602,0.2329192546583851,0.24150466918945312
4174,inhibitory,0,44,0.3881987577639751,0.2329192546583851,0.1630522608757019
4175,inhibitory,0,44,0.15527950310559005,0.3105590062111801,-1.0565133094787598
4176,excitatory,0,44,6.211180124223602,1.7857142857142856,0.1386125683784485
4177,excitatory,0,44,0.0,0.0,
4178,excitatory,0,44,0.0,0.0,
4179,excitatory,0,44,0.7763975155279502,0.7763975155279502,0.5464145541191101
4180,excitatory,0,44,2.484472049689441,2.562111801242236,0.9469481706619263
4181,excitatory,0,44,75.31055900621118,67.23602484472049,-0.1783231496810913
4182,excitatory,0,44,0.2329192546583851,0.0,-0.01684737205505371
4183,excitatory,0,44,0.07763975155279502,0.0,-0.008212685585021973
4184,excitatory,0,44,0.0,0.0,
4185,excitatory,0,44,0.15527950310559005,0.0,-0.014415860176086426
4186,excitatory,0,44,0.0,0.0,
4187,excitatory,0,44,0.0,0.0,
4188,excitatory,0,44,2.7173913043478257,1.7857142857142856,0.6273432970046997
4189,inhibitory,0,44,40.06211180124223,40.993788819875775,0.9597069621086121
4190,excitatory,0,44,0.15527950310559005,0.07763975155279502,0.47929245233535767
4191,excitatory,0,44,0.0,0.0,
4192,excitatory,0,44,0.9316770186335404,1.0869565217391304,-0.30012404918670654
4193,inhibitory,0,44,57.99689440993789,66.77018633540372,0.723426342010498
4194,excitatory,0,44,4.813664596273291,5.357142857142857,0.7049343585968018
4195,excitatory,0,44,1.0869565217391304,2.484472049689441,-0.8925540447235107
4196,excitatory,0,44,14.20807453416149,9.860248447204969,0.6357169151306152
4197,excitatory,0,44,0.0,0.0,
4198,inhibitory,0,44,0.15527950310559005,0.3105590062111801,-2.0554754734039307
4199,excitatory,0,44,39.36335403726708,37.422360248447205,0.786848783493042
4200,excitatory,0,44,0.0,0.0,
4201,excitatory,0,44,18.40062111801242,19.099378881987576,0.9796544909477234
4202,inhibitory,0,44,0.07763975155279502,0.0,-0.01395273208618164
4203,excitatory,0,44,0.15527950310559005,0.0,-0.0071877241134643555
4204,excitatory,0,44,0.6987577639751552,0.8540372670807453,-0.1932210922241211
4205,excitatory,0,44,0.3105590062111801,0.15527950310559005,-0.06202590465545654
4206,excitatory,0,44,0.0,0.0,
4207,excitatory,0,44,0.0,0.0,
4208,excitatory,0,44,0.6987577639751552,0.6987577639751552,0.9964234232902527
4209,excitatory,0,44,28.881987577639748,22.748447204968944,0.5951497554779053
4210,excitatory,0,44,0.0,0.0,
4211,excitatory,0,44,0.2329192546583851,0.15527950310559005,0.3405125141143799
4212,excitatory,0,44,0.07763975155279502,0.07763975155279502,-1.0278596878051758
4213,excitatory,0,44,0.9316770186335404,0.5434782608695652,0.7969021201133728
4214,excitatory,0,44,2.0962732919254656,1.0869565217391304,0.4602621793746948
4215,excitatory,0,44,0.2329192546583851,0.15527950310559005,0.652320146560669
4216,inhibitory,0,44,31.366459627329192,42.857142857142854,0.4499606490135193
4217,excitatory,0,44,6.6770186335403725,5.124223602484472,0.8704964518547058
4218,excitatory,0,44,13.89751552795031,14.596273291925465,0.6159030199050903
4219,excitatory,0,44,0.0,0.0,
4221,excitatory,0,44,0.0,0.0,
4222,excitatory,0,44,0.15527950310559005,0.0,-0.01568758487701416
4223,inhibitory,0,44,0.0,0.0,
4224,excitatory,0,44,1.7080745341614907,1.7080745341614907,0.729016125202179
4225,excitatory,0,44,0.0,0.0,
4226,inhibitory,0,44,4.658385093167702,5.667701863354037,0.8854424357414246
4228,inhibitory,0,44,0.0,0.0,
4229,excitatory,0,44,0.0,0.0,
4230,excitatory,0,44,1.6304347826086956,0.3105590062111801,-0.14832699298858643
4231,excitatory,0,44,1.7857142857142856,2.1739130434782608,0.7589783668518066
4232,inhibitory,0,44,7.996894409937887,5.667701863354037,0.38466429710388184
4233,excitatory,0,44,0.0,0.0,
4234,inhibitory,0,44,0.07763975155279502,0.07763975155279502,-1.0278735160827637
4235,inhibitory,0,44,0.0,0.2329192546583851,
4236,excitatory,0,44,0.0,0.0,
4237,excitatory,0,44,0.9316770186335404,0.7763975155279502,0.2738076448440552
4238,excitatory,0,44,0.0,0.0,
4239,inhibitory,0,44,52.01863354037267,52.32919254658385,0.9493363499641418
4240,excitatory,0,44,0.0,0.0,
4241,excitatory,0,44,0.0,0.15527950310559005,
4242,excitatory,0,44,0.0,0.0,
4243,excitatory,0,44,0.0,0.0,
4244,excitatory,0,44,0.0,0.0,
4245,excitatory,0,44,0.07763975155279502,0.2329192546583851,-3.0557408332824707
4246,inhibitory,0,44,9.472049689440993,9.316770186335404,0.7909758687019348
4247,excitatory,0,44,4.968944099378882,4.270186335403727,-0.15959489345550537
4248,excitatory,0,44,0.0,0.0,
4249,excitatory,0,44,0.6987577639751552,0.6987577639751552,0.7677627205848694
4250,inhibitory,0,44,0.6211180124223602,1.9409937888198756,-4.007874011993408
4251,excitatory,0,44,0.0,0.0,
4252,excitatory,0,44,2.562111801242236,3.3385093167701863,0.5932203531265259
4253,inhibitory,0,44,1.5527950310559004,1.2422360248447204,0.6618841886520386
4254,excitatory,0,44,0.15527950310559005,0.3105590062111801,-0.0062721967697143555
4255,excitatory,0,44,0.0,0.0,
4256,excitatory,0,44,0.3881987577639751,0.3105590062111801,0.16621923446655273
4257,excitatory,0,44,1.6304347826086956,2.484472049689441,-0.10483241081237793
4258,excitatory,0,44,0.4658385093167702,0.9316770186335404,-1.2029428482055664
4259,excitatory,0,44,26.08695652173913,26.08695652173913,0.981360673904419
4260,excitatory,0,44,0.0,0.0,
4261,excitatory,0,44,6.832298136645963,6.288819875776397,0.5483345985412598
4262,excitatory,0,44,0.0,0.6987577639751552,
4263,excitatory,0,44,0.0,0.0,
4264,excitatory,0,44,0.2329192546583851,0.0,-0.03575015068054199
4265,excitatory,0,44,0.8540372670807453,1.3975155279503104,-0.01167142391204834
4266,inhibitory,0,44,69.40993788819875,58.307453416149066,0.5860691070556641
4267,excitatory,0,44,3.804347826086956,4.270186335403727,0.743160605430603
4268,inhibitory,0,44,8.385093167701863,7.763975155279502,0.33516716957092285
4269,excitatory,0,44,0.0,0.0,
4270,excitatory,0,44,2.484472049689441,1.8633540372670807,0.3556796908378601
4271,excitatory,0,44,0.07763975155279502,0.0,-0.013937592506408691
4272,excitatory,0,44,0.0,0.0,
