weight_noise,noise_clipped_fraction,neuron_id,cell_type,observed,seed,teacher_rate_hz,student_rate_hz,fluctuation_r2
0.0,0.0,92,inhibitory,1,44,196.6614906832298,187.67857142857142,0.9450896978378296
0.0,0.0,93,excitatory,1,44,0.0,0.003881987577639751,
0.0,0.0,94,excitatory,1,44,0.15527950310559005,0.11645962732919253,0.8712650537490845
0.0,0.0,95,excitatory,1,44,0.3105590062111801,0.3183229813664596,0.6505023241043091
0.0,0.0,96,inhibitory,1,44,0.0,0.0,
0.0,0.0,98,excitatory,1,44,0.0,0.0,
0.0,0.0,99,inhibitory,1,44,0.4658385093167702,0.5745341614906831,0.5456777811050415
0.0,0.0,101,inhibitory,1,44,4.114906832298137,2.8804347826086953,0.8494789004325867
0.0,0.0,103,excitatory,1,44,0.7763975155279502,1.0093167701863353,0.7083788514137268
0.0,0.0,104,excitatory,1,44,0.0,0.0,
0.0,0.0,105,excitatory,1,44,0.0,0.0,
0.0,0.0,107,excitatory,1,44,2.484472049689441,2.511645962732919,0.9980232119560242
0.0,0.0,108,excitatory,1,44,0.0,0.0,
0.0,0.0,109,excitatory,1,44,0.0,0.0,
0.0,0.0,113,excitatory,1,44,0.0,0.0,
0.0,0.0,116,excitatory,1,44,2.251552795031056,2.6436335403726705,0.8768876194953918
0.0,0.0,118,excitatory,1,44,3.260869565217391,3.5209627329192545,0.9813169240951538
0.0,0.0,119,inhibitory,1,44,1.0869565217391304,0.625,0.7596393823623657
0.0,0.0,120,excitatory,1,44,0.0,0.0,
0.0,0.0,125,excitatory,1,44,13.354037267080745,13.505434782608695,0.9935754537582397
0.0,0.0,127,excitatory,1,44,2.872670807453416,3.008540372670807,0.9659157395362854
0.0,0.0,129,excitatory,1,44,0.0,0.019409937888198756,
0.0,0.0,130,excitatory,1,44,0.0,0.0,
0.0,0.0,131,excitatory,1,44,2.4068322981366457,3.183229813664596,0.7408667802810669
0.0,0.0,132,excitatory,1,44,0.15527950310559005,0.24068322981366458,-0.8571654558181763
0.0,0.0,133,excitatory,1,44,0.4658385093167702,0.36490683229813664,0.9160037636756897
0.0,0.0,136,excitatory,1,44,0.0,0.0,
0.0,0.0,139,excitatory,1,44,0.2329192546583851,0.23680124223602483,0.998683512210846
0.0,0.0,140,inhibitory,1,44,1.0093167701863353,0.702639751552795,0.8209763765335083
0.0,0.0,141,inhibitory,1,44,7.142857142857142,5.353260869565217,0.8508492708206177
0.0,0.0,143,excitatory,1,44,0.9316770186335404,1.0714285714285714,0.9093063473701477
0.0,0.0,144,excitatory,1,44,0.0,0.0,
0.0,0.0,145,excitatory,1,44,0.3881987577639751,0.4541925465838509,0.8857887983322144
0.0,0.0,146,excitatory,1,44,0.0,0.0,
0.0,0.0,150,excitatory,1,44,0.0,0.0,
0.0,0.0,151,excitatory,1,44,2.329192546583851,2.123447204968944,0.923669695854187
0.0,0.0,153,excitatory,1,44,0.3105590062111801,0.826863354037267,-0.03795647621154785
0.0,0.0,155,excitatory,1,44,0.07763975155279502,0.07763975155279502,0.9933210015296936
0.0,0.0,156,excitatory,1,44,0.07763975155279502,0.12034161490683229,0.7807749509811401
0.0,0.0,157,excitatory,1,44,0.15527950310559005,0.08928571428571427,0.6284691691398621
0.0,0.0,158,excitatory,1,44,1.1645962732919255,1.9798136645962732,0.4984109401702881
0.0,0.0,159,excitatory,1,44,0.0,0.0,
0.0,0.0,161,excitatory,1,44,0.0,0.0,
0.0,0.0,167,excitatory,1,44,7.142857142857142,7.740683229813664,0.9787918329238892
0.0,0.0,168,inhibitory,1,44,0.7763975155279502,0.38431677018633537,0.5991744995117188
0.0,0.0,170,excitatory,1,44,1.9409937888198756,1.8594720496894408,0.9775823354721069
0.0,0.0,172,excitatory,1,44,0.07763975155279502,0.12810559006211178,0.4878007769584656
0.0,0.0,174,inhibitory,1,44,9.627329192546583,6.917701863354036,0.8090252876281738
0.0,0.0,177,excitatory,1,44,0.15527950310559005,0.3260869565217391,0.16323930025100708
0.0,0.0,178,excitatory,1,44,0.9316770186335404,0.966614906832298,0.9945998787879944
0.0,0.0,180,excitatory,1,44,0.07763975155279502,0.09316770186335403,0.9756583571434021
0.0,0.0,181,excitatory,1,44,0.0,0.0,
0.0,0.0,182,excitatory,1,44,0.0,0.0,
0.0,0.0,184,excitatory,1,44,0.0,0.046583850931677016,
0.0,0.0,185,excitatory,1,44,0.15527950310559005,0.12810559006211178,0.8304280042648315
0.0,0.0,186,excitatory,1,44,0.0,0.0,
0.0,0.0,188,excitatory,1,44,0.0,0.0,
0.0,0.0,189,excitatory,1,44,0.15527950310559005,0.10869565217391304,0.9187878966331482
0.0,0.0,190,excitatory,1,44,5.357142857142857,5.4270186335403725,0.9646444916725159
0.0,0.0,192,excitatory,1,44,0.0,0.0,
0.0,0.0,195,inhibitory,1,44,10.015527950310558,7.857142857142857,0.893110454082489
0.0,0.0,201,excitatory,1,44,0.0,0.0,
0.0,0.0,203,excitatory,1,44,0.0,0.0,
0.0,0.0,204,inhibitory,1,44,2.639751552795031,1.9254658385093166,0.6141515970230103
0.0,0.0,205,excitatory,1,44,0.2329192546583851,0.35326086956521735,0.5785623788833618
0.0,0.0,206,excitatory,1,44,23.757763975155278,24.103260869565215,0.9862704277038574
0.0,0.0,208,excitatory,1,44,1.3975155279503104,1.4402173913043477,0.9623788595199585
0.0,0.0,209,inhibitory,1,44,4.968944099378882,3.2065217391304346,0.8524218201637268
0.0,0.0,211,excitatory,1,44,0.3881987577639751,0.26785714285714285,0.7761954069137573
0.0,0.0,212,excitatory,1,44,0.0,0.03493788819875776,
0.0,0.0,214,excitatory,1,44,0.0,0.05434782608695652,
0.0,0.0,216,excitatory,1,44,0.07763975155279502,0.07375776397515527,0.9955490827560425
0.0,0.0,220,excitatory,1,44,0.0,0.0,
0.0,0.0,221,inhibitory,1,44,21.195652173913043,16.07142857142857,0.8419167995452881
0.0,0.0,222,excitatory,1,44,6.987577639751552,7.3602484472049685,0.9582590460777283
0.0,0.0,226,excitatory,1,44,0.15527950310559005,0.12422360248447203,0.5970284938812256
0.0,0.0,227,excitatory,1,44,0.0,0.0,
0.0,0.0,229,inhibitory,1,44,8.540372670807454,4.483695652173913,0.6671841144561768
0.0,0.0,230,excitatory,1,44,3.571428571428571,4.22360248447205,0.8772852420806885
0.0,0.0,234,excitatory,1,44,0.0,0.0,
0.0,0.0,238,excitatory,1,44,1.4751552795031055,1.9060559006211177,0.8787016272544861
0.0,0.0,239,inhibitory,1,44,30.046583850931675,23.40450310559006,0.9124634265899658
0.0,0.0,240,inhibitory,1,44,26.319875776397513,21.447981366459626,0.8983259797096252
0.0,0.0,244,inhibitory,1,44,0.0,0.0,
0.0,0.0,245,excitatory,1,44,1.8633540372670807,2.558229813664596,0.842132031917572
0.0,0.0,246,excitatory,1,44,10.170807453416149,11.479037267080745,0.9178840517997742
0.0,0.0,250,inhibitory,1,44,11.335403726708075,9.650621118012422,0.9603491425514221
0.0,0.0,252,inhibitory,1,44,1.7080745341614907,0.9200310559006211,0.8154121041297913
0.0,0.0,253,excitatory,1,44,0.0,0.0,
0.0,0.0,254,inhibitory,1,44,14.440993788819874,16.948757763975152,0.889171838760376
0.0,0.0,256,excitatory,1,44,0.07763975155279502,0.0,-0.013926506042480469
0.0,0.0,259,excitatory,1,44,0.0,0.0,
0.0,0.0,262,inhibitory,1,44,0.07763975155279502,0.20574534161490682,-0.5300885438919067
0.0,0.0,265,excitatory,1,44,3.260869565217391,3.3734472049689437,0.9943586587905884
0.0,0.0,267,excitatory,1,44,0.07763975155279502,0.15527950310559005,-0.049378156661987305
0.0,0.0,268,inhibitory,1,44,19.79813664596273,16.2305900621118,0.948444664478302
0.0,0.0,269,excitatory,1,44,11.490683229813664,12.274844720496894,0.9870784878730774
0.0,0.0,270,excitatory,1,44,0.0,0.0,
0.0,0.0,272,excitatory,1,44,0.0,0.011645962732919254,
0.0,0.0,273,excitatory,1,44,18.012422360248447,17.515527950310556,0.9608449935913086
0.0,0.0,275,excitatory,1,44,0.0,0.0,
0.0,0.0,276,excitatory,1,44,0.0,0.0,
0.0,0.0,281,excitatory,1,44,0.0,0.0,
0.0,0.0,285,excitatory,1,44,0.0,0.0,
0.0,0.0,287,excitatory,1,44,0.0,0.0,
0.0,0.0,289,inhibitory,1,44,0.07763975155279502,0.06987577639751552,0.9861144423484802
0.0,0.0,290,excitatory,1,44,0.4658385093167702,0.5318322981366459,0.9765256643295288
0.0,0.0,291,excitatory,1,44,0.0,0.0,
0.0,0.0,296,inhibitory,1,44,225.54347826086956,213.6917701863354,0.9683818221092224
0.0,0.0,298,excitatory,1,44,0.0,0.0,
0.0,0.0,301,excitatory,1,44,2.4068322981366457,2.4262422360248443,0.9465767741203308
0.0,0.0,302,excitatory,1,44,0.0,0.0,
0.0,0.0,303,excitatory,1,44,0.0,0.0,
0.0,0.0,304,excitatory,1,44,2.4068322981366457,2.81055900621118,0.9129488468170166
0.0,0.0,306,excitatory,1,44,0.07763975155279502,0.13975155279503104,0.349872887134552
0.0,0.0,308,excitatory,1,44,0.0,0.1902173913043478,
0.0,0.0,312,inhibitory,1,44,12.65527950310559,11.688664596273291,0.8693915009498596
0.0,0.0,315,excitatory,1,44,0.0,0.0,
0.0,0.0,318,excitatory,1,44,11.645962732919253,12.344720496894409,0.9451651573181152
0.0,0.0,320,excitatory,1,44,0.3105590062111801,0.3299689440993789,0.5134694576263428
0.0,0.0,327,inhibitory,1,44,6.133540372670807,4.763198757763975,0.8828033208847046
0.0,0.0,328,excitatory,1,44,10.481366459627328,10.624999999999998,0.9970715045928955
0.0,0.0,329,excitatory,1,44,0.0,0.0,
0.0,0.0,330,inhibitory,1,44,0.15527950310559005,0.023291925465838508,0.11413019895553589
0.0,0.0,335,excitatory,1,44,51.70807453416149,51.32375776397515,0.9980692267417908
0.0,0.0,337,excitatory,1,44,0.0,0.0,
0.0,0.0,338,inhibitory,1,44,2.872670807453416,2.6591614906832297,0.8135918378829956
0.0,0.0,340,excitatory,1,44,0.0,0.0,
0.0,0.0,342,excitatory,1,44,0.0,0.0,
0.0,0.0,345,excitatory,1,44,2.251552795031056,2.511645962732919,0.948651909828186
0.0,0.0,348,excitatory,1,44,0.0,0.0,
0.0,0.0,356,excitatory,1,44,0.0,0.046583850931677016,
0.0,0.0,358,excitatory,1,44,0.0,0.0,
0.0,0.0,364,inhibitory,1,44,0.0,0.0,
0.0,0.0,367,excitatory,1,44,0.0,0.0,
0.0,0.0,368,excitatory,1,44,2.795031055900621,4.017857142857142,0.7951880097389221
0.0,0.0,371,excitatory,1,44,0.0,0.05046583850931677,
0.0,0.0,373,excitatory,1,44,1.6304347826086956,1.607142857142857,0.8284095525741577
0.0,0.0,376,excitatory,1,44,5.279503105590062,5.555124223602484,0.9660466313362122
0.0,0.0,377,inhibitory,1,44,5.590062111801242,4.658385093167701,0.7866880297660828
0.0,0.0,378,excitatory,1,44,0.9316770186335404,1.141304347826087,0.8554131388664246
0.0,0.0,379,excitatory,1,44,0.3105590062111801,0.3804347826086956,0.738669753074646
0.0,0.0,380,excitatory,1,44,0.4658385093167702,0.41149068322981364,0.8376763463020325
0.0,0.0,382,excitatory,1,44,0.3881987577639751,0.6327639751552795,0.6934360265731812
0.0,0.0,383,inhibitory,1,44,0.0,0.0,
0.0,0.0,385,excitatory,1,44,0.0,0.0,
0.0,0.0,386,excitatory,1,44,0.0,0.0,
0.0,0.0,387,excitatory,1,44,0.0,0.0,
0.0,0.0,388,excitatory,1,44,0.0,0.0,
0.0,0.0,389,excitatory,1,44,1.3975155279503104,1.4324534161490683,0.875797688961029
0.0,0.0,390,excitatory,1,44,4.736024844720497,5.388198757763974,0.9196982383728027
0.0,0.0,391,excitatory,1,44,0.0,0.0,
0.0,0.0,392,excitatory,1,44,0.0,0.0,
0.0,0.0,393,inhibitory,1,44,0.5434782608695652,0.22903726708074532,0.6158844232559204
0.0,0.0,394,excitatory,1,44,0.0,0.0,
0.0,0.0,396,excitatory,1,44,1.3975155279503104,1.684782608695652,0.8973875045776367
0.0,0.0,399,excitatory,1,44,0.0,0.0,
0.0,0.0,405,excitatory,1,44,0.15527950310559005,0.09316770186335403,0.6708406209945679
0.0,0.0,406,excitatory,1,44,0.0,0.0,
0.0,0.0,412,excitatory,1,44,1.0869565217391304,1.1917701863354035,0.9635189175605774
0.0,0.0,414,excitatory,1,44,0.0,0.0,
0.0,0.0,415,excitatory,1,44,10.869565217391303,12.395186335403725,0.9453060030937195
0.0,0.0,417,excitatory,1,44,0.07763975155279502,0.058229813664596265,0.9365101456642151
0.0,0.0,420,excitatory,1,44,2.1739130434782608,2.2049689440993787,0.9349841475486755
0.0,0.0,422,inhibitory,1,44,59.3944099378882,50.83462732919254,0.9571802020072937
0.0,0.0,426,inhibitory,1,44,0.3105590062111801,0.24068322981366458,0.9004037976264954
0.0,0.0,429,excitatory,1,44,0.0,0.0,
0.0,0.0,431,excitatory,1,44,0.0,0.011645962732919254,
0.0,0.0,432,excitatory,1,44,0.0,0.0,
0.0,0.0,433,excitatory,1,44,0.0,0.0,
0.0,0.0,439,excitatory,1,44,0.0,0.0,
0.0,0.0,440,excitatory,1,44,0.0,0.0,
0.0,0.0,441,excitatory,1,44,0.0,0.0,
0.0,0.0,442,excitatory,1,44,8.540372670807454,11.987577639751551,0.7946474552154541
0.0,0.0,443,excitatory,1,44,0.0,0.0,
0.0,0.0,444,inhibitory,1,44,53.80434782608695,46.723602484472046,0.9576284885406494
0.0,0.0,445,excitatory,1,44,0.0,0.02717391304347826,
0.0,0.0,446,inhibitory,1,44,0.3105590062111801,0.3765527950310559,0.40256041288375854
0.0,0.0,448,excitatory,1,44,0.0,0.0,
0.0,0.0,449,inhibitory,1,44,9.937888198757763,7.041925465838509,0.8376692533493042
0.0,0.0,451,excitatory,1,44,0.0,0.0,
0.0,0.0,452,excitatory,1,44,0.0,0.03105590062111801,
0.0,0.0,455,inhibitory,1,44,0.2329192546583851,0.11645962732919253,0.7114894986152649
0.0,0.0,457,excitatory,1,44,0.0,0.0,
0.0,0.0,458,excitatory,1,44,0.07763975155279502,0.07763975155279502,1.0
0.0,0.0,460,excitatory,1,44,0.0,0.0,
0.0,0.0,464,excitatory,1,44,4.658385093167702,4.794254658385093,0.9795501232147217
0.0,0.0,465,excitatory,1,44,0.15527950310559005,0.48136645962732916,-0.8396396636962891
0.0,0.0,468,excitatory,1,44,0.0,0.0,
0.0,0.0,469,excitatory,1,44,0.0,0.0,
0.0,0.0,470,inhibitory,1,44,28.881987577639748,19.864130434782606,0.6313601136207581
0.0,0.0,471,excitatory,1,44,0.0,0.1436335403726708,
0.0,0.0,473,inhibitory,1,44,13.27639751552795,10.407608695652174,0.9202346205711365
0.0,0.0,475,excitatory,1,44,0.0,0.0,
0.0,0.0,478,excitatory,1,44,0.15527950310559005,0.12034161490683229,0.8608282804489136
0.0,0.0,481,excitatory,1,44,0.0,0.0,
0.0,0.0,484,excitatory,1,44,2.484472049689441,2.480590062111801,0.9391897320747375
0.0,0.0,485,excitatory,1,44,0.0,0.07375776397515527,
0.0,0.0,488,excitatory,1,44,23.913043478260867,24.083850931677016,0.9922261238098145
0.0,0.0,489,excitatory,1,44,1.0093167701863353,1.1762422360248446,0.9211065769195557
0.0,0.0,490,inhibitory,1,44,58.69565217391304,52.31754658385093,0.9469866752624512
0.0,0.0,493,excitatory,1,44,0.0,0.0,
0.0,0.0,496,excitatory,1,44,12.5,10.333850931677018,0.9094059467315674
0.0,0.0,500,inhibitory,1,44,0.0,0.0,
0.0,0.0,501,excitatory,1,44,2.1739130434782608,2.5077639751552794,0.8886609077453613
0.0,0.0,502,excitatory,1,44,0.0,0.0,
0.0,0.0,513,excitatory,1,44,1.0093167701863353,2.119565217391304,-5.3926568031311035
0.0,0.0,514,excitatory,1,44,0.3105590062111801,0.31444099378881984,0.9993205070495605
0.0,0.0,522,excitatory,1,44,0.07763975155279502,0.09316770186335403,-0.6626086235046387
0.0,0.0,523,inhibitory,1,44,19.720496894409937,15.260093167701863,0.9069107174873352
0.0,0.0,524,excitatory,1,44,2.0962732919254656,2.402950310559006,0.8997799754142761
0.0,0.0,528,inhibitory,1,44,0.07763975155279502,0.07763975155279502,0.999870240688324
0.0,0.0,529,inhibitory,1,44,6.987577639751552,5.248447204968944,0.9401535391807556
0.0,0.0,530,excitatory,1,44,0.2329192546583851,0.24456521739130432,0.9977242350578308
0.0,0.0,531,excitatory,1,44,12.888198757763975,11.762422360248447,0.9563700556755066
0.0,0.0,532,excitatory,1,44,0.2329192546583851,0.33773291925465837,0.11925536394119263
0.0,0.0,533,inhibitory,1,44,18.944099378881987,13.703416149068321,0.8871010541915894
0.0,0.0,536,excitatory,1,44,0.9316770186335404,0.9083850931677018,0.9611622095108032
0.0,0.0,537,excitatory,1,44,0.0,0.0,
0.0,0.0,538,excitatory,1,44,0.0,0.0,
0.0,0.0,542,excitatory,1,44,0.2329192546583851,0.23291925465838506,0.9981529712677002
0.0,0.0,546,excitatory,1,44,1.1645962732919255,1.3819875776397514,0.9037403464317322
0.0,0.0,547,inhibitory,1,44,0.6987577639751552,0.4192546583850931,0.7848672270774841
0.0,0.0,548,inhibitory,1,44,176.3198757763975,147.88819875776397,0.5567752122879028
0.0,0.0,551,excitatory,1,44,0.0,0.0,
0.0,0.0,553,excitatory,1,44,7.841614906832298,9.219720496894409,0.9656645655632019
0.0,0.0,555,excitatory,1,44,4.580745341614906,4.5768633540372665,0.9795290231704712
0.0,0.0,556,excitatory,1,44,1.0093167701863353,1.2577639751552794,0.8145800828933716
0.0,0.0,558,excitatory,1,44,0.0,0.0,
0.0,0.0,565,inhibitory,1,44,0.0,0.0,
0.0,0.0,567,excitatory,1,44,0.0,0.05046583850931677,
0.0,0.0,568,excitatory,1,44,0.0,0.0,
0.0,0.0,570,inhibitory,1,44,113.8975155279503,101.94875776397515,0.9615551829338074
0.0,0.0,573,excitatory,1,44,0.0,0.0,
0.0,0.0,575,excitatory,1,44,16.07142857142857,17.5,0.9528795480728149
0.0,0.0,576,excitatory,1,44,0.4658385093167702,0.8656832298136645,0.13982319831848145
0.0,0.0,579,excitatory,1,44,0.0,0.0,
0.0,0.0,583,inhibitory,1,44,1.7080745341614907,1.137422360248447,0.8396226763725281
0.0,0.0,584,excitatory,1,44,0.0,0.0,
0.0,0.0,585,excitatory,1,44,0.15527950310559005,0.15527950310559005,0.9957498908042908
0.0,0.0,588,inhibitory,1,44,98.21428571428571,78.39285714285714,0.5684599876403809
0.0,0.0,589,excitatory,1,44,26.164596273291924,30.322204968944096,0.9069010615348816
0.0,0.0,590,excitatory,1,44,0.15527950310559005,0.1358695652173913,0.9195499420166016
0.0,0.0,594,excitatory,1,44,0.0,0.0,
0.0,0.0,595,inhibitory,1,44,0.07763975155279502,0.015527950310559004,0.3504120111465454
0.0,0.0,597,excitatory,1,44,11.878881987577639,11.925465838509316,0.9985289573669434
0.0,0.0,598,excitatory,1,44,0.0,0.0,
0.0,0.0,599,excitatory,1,44,0.5434782608695652,0.6987577639751552,0.8626251816749573
0.0,0.0,600,excitatory,1,44,0.07763975155279502,0.20574534161490682,-0.3923516273498535
0.0,0.0,602,excitatory,1,44,0.0,0.0,
0.0,0.0,603,inhibitory,1,44,37.5,33.2919254658385,0.9881395697593689
0.0,0.0,607,excitatory,1,44,0.0,0.0,
0.0,0.0,609,inhibitory,1,44,17.00310559006211,13.008540372670806,0.9418244361877441
0.0,0.0,613,excitatory,1,44,2.4068322981366457,2.5038819875776395,0.975373387336731
0.0,0.0,614,excitatory,1,44,0.0,0.0,
0.0,0.0,616,inhibitory,1,44,10.9472049689441,10.822981366459626,0.8763462901115417
0.0,0.0,619,excitatory,1,44,15.838509316770185,17.236024844720497,0.9809542894363403
0.0,0.0,620,inhibitory,1,44,0.07763975155279502,0.0,-0.01390230655670166
0.0,0.0,621,excitatory,1,44,0.5434782608695652,0.02717391304347826,0.08278143405914307
0.0,0.0,625,excitatory,1,44,2.639751552795031,2.4262422360248443,0.9615702033042908
0.0,0.0,626,excitatory,1,44,0.0,0.0,
0.0,0.0,627,excitatory,1,44,0.0,0.0,
0.0,0.0,630,excitatory,1,44,0.0,0.0,
0.0,0.0,631,excitatory,1,44,0.3105590062111801,0.3105590062111801,0.9996751546859741
0.0,0.0,632,excitatory,1,44,0.0,0.0,
0.0,0.0,633,inhibitory,1,44,4.658385093167702,2.604813664596273,0.7855743765830994
0.0,0.0,638,excitatory,1,44,0.2329192546583851,0.26785714285714285,0.5466660857200623
0.0,0.0,639,excitatory,1,44,0.15527950310559005,0.06599378881987578,0.6077287197113037
0.0,0.0,640,excitatory,1,44,0.0,0.0,
0.0,0.0,641,excitatory,1,44,3.105590062111801,3.4433229813664594,0.8758415579795837
0.0,0.0,642,excitatory,1,44,0.0,0.0,
0.0,0.0,643,excitatory,1,44,0.0,0.0,
0.0,0.0,646,excitatory,1,44,0.0,0.042701863354037264,
0.0,0.0,648,excitatory,1,44,0.8540372670807453,0.7569875776397514,0.7755357027053833
0.0,0.0,650,excitatory,1,44,9.316770186335404,9.662267080745341,0.9665573239326477
0.0,0.0,654,excitatory,1,44,0.0,0.0,
0.0,0.0,663,excitatory,1,44,0.0,0.06987577639751552,
0.0,0.0,666,excitatory,1,44,0.15527950310559005,0.1669254658385093,0.9865220785140991
0.0,0.0,667,excitatory,1,44,0.0,0.0,
0.0,0.0,668,inhibitory,1,44,2.329192546583851,1.777950310559006,0.9051898121833801
0.0,0.0,672,excitatory,1,44,0.0,0.0,
0.0,0.0,674,inhibitory,1,44,13.354037267080745,9.50698757763975,0.8756855726242065
0.0,0.0,675,excitatory,1,44,9.472049689440993,9.51475155279503,0.9898769855499268
0.0,0.0,676,excitatory,1,44,0.0,0.0,
0.0,0.0,677,inhibitory,1,44,0.07763975155279502,0.06211180124223602,0.9584640860557556
0.0,0.0,680,excitatory,1,44,11.335403726708075,12.402950310559005,0.9705369472503662
0.0,0.0,683,excitatory,1,44,0.15527950310559005,0.20574534161490682,0.9235267639160156
0.0,0.0,684,inhibitory,1,44,26.785714285714285,21.84006211180124,0.8931389451026917
0.0,0.0,685,excitatory,1,44,1.0869565217391304,1.1529503105590062,0.8394898176193237
0.0,0.0,690,excitatory,1,44,0.2329192546583851,0.4270186335403726,0.41659796237945557
0.0,0.0,691,excitatory,1,44,0.0,0.0,
0.0,0.0,692,excitatory,1,44,0.0,0.0,
0.0,0.0,694,inhibitory,1,44,201.3198757763975,193.95186335403724,0.991497278213501
0.0,0.0,700,inhibitory,1,44,0.3881987577639751,0.3260869565217391,0.3966769576072693
0.0,0.0,701,excitatory,1,44,0.0,0.0,
0.0,0.0,702,excitatory,1,44,0.0,0.0,
0.0,0.0,703,excitatory,1,44,0.4658385093167702,0.7763975155279502,0.6914390325546265
0.0,0.0,707,excitatory,1,44,0.0,0.0,
0.0,0.0,709,excitatory,1,44,0.0,0.0,
0.0,0.0,710,inhibitory,1,44,12.96583850931677,9.452639751552795,0.8634152412414551
0.0,0.0,713,excitatory,1,44,0.0,0.0,
0.0,0.0,714,excitatory,1,44,0.0,0.0,
0.0,0.0,716,inhibitory,1,44,12.577639751552795,9.654503105590061,0.8941043615341187
0.0,0.0,718,excitatory,1,44,0.07763975155279502,0.09704968944099378,0.9063348770141602
0.0,0.0,724,excitatory,1,44,0.07763975155279502,0.015527950310559004,0.3509552478790283
0.0,0.0,727,inhibitory,1,44,0.2329192546583851,0.007763975155279502,0.017851412296295166
0.0,0.0,728,excitatory,1,44,0.07763975155279502,0.08928571428571427,0.9771655201911926
0.0,0.0,729,inhibitory,1,44,8.074534161490682,6.350931677018633,0.9384692311286926
0.0,0.0,731,excitatory,1,44,0.0,0.0,
0.0,0.0,732,excitatory,1,44,0.07763975155279502,0.07763975155279502,0.9999387264251709
0.0,0.0,737,excitatory,1,44,1.2422360248447204,1.261645962732919,0.9502558708190918
