# Cumulative fraction of synaptic input volume, largest presynaptic partners first.
# Per-cell curves resampled from original presynaptic partners count onto 390 inputs.
# Dense connectome 230219a-rsg11-std-spl-edges_ariadne-20260417T142327_run-20260417T143444_connectome-20260421T131207.hdf5; synapse score > 138.6; proofread cells only.
x_inputs_resampled,spiny_median,spiny_q25,spiny_q75,smooth_median,smooth_q25,smooth_q75
229,0.8647041021610213,0.8565622239240684,0.8756204422713934,0.9410020806147942,0.8628990266164127,0.9536807197506729
230,0.8662479244009949,0.8582110143333131,0.8771557853029843,0.9418682821659121,0.8645769782494848,0.9543482276347202
231,0.8677783189834852,0.859830034056435,0.8786266557187404,0.9427344837170301,0.866241073697219,0.9550157355187674
232,0.8693283778750371,0.8614138125331021,0.8800822471466103,0.9438874795311514,0.8678950163647288,0.9556832434028146
233,0.8708876248296715,0.8630341557220016,0.8815667993588165,0.94478665639991,0.8695455496808236,0.9563555026362275
234,0.8724197062888033,0.8646141871078783,0.8830337461365914,0.9454812876028559,0.8711907817184542,0.9570672558950748
235,0.8739077784281656,0.8662058879520703,0.8844937935941282,0.9462643890655427,0.87282849700357,0.9577790091539221
236,0.8753908272914134,0.8677984001861161,0.8859288466724649,0.9471625502230767,0.8744426834215915,0.9584907624127694
237,0.8768692391777819,0.8694727550247471,0.8873579554863379,0.9480607113806108,0.876050075790592,0.9592025156716167
238,0.8783648300925836,0.8710888894783064,0.888751888643446,0.9490591624839302,0.8776388255112262,0.959914268930464
239,0.8798328341701149,0.872608095856666,0.8900970962372197,0.949857033695679,0.8792204542011,0.960619660647748
240,0.8812584625476685,0.8741077384266543,0.8914317011827381,0.950755194853213,0.8807959914072645,0.9612005849576635
241,0.882692779804764,0.8756212669379709,0.8927630308909951,0.951617922551702,0.8823671303454763,0.9617815092675789
242,0.8841260494778684,0.8771272453528052,0.8941098995349699,0.952480650250191,0.8839314408115198,0.9623624335774943
243,0.8855631162314397,0.8786248477116901,0.89545031208742,0.95334337794868,0.8854823025042737,0.9629428370224267
244,0.8870024884634473,0.8801121821894932,0.8967934322494894,0.954206105647169,0.8870219336767349,0.9635206940163303
245,0.8884404658138969,0.8815923166754785,0.8981197865637247,0.9550081074516752,0.8885554269573557,0.9640985510102342
246,0.8898796165117945,0.8830744796646096,0.8993930249185442,0.9555912445765612,0.8900793403375487,0.9646581589587976
247,0.8913330959824199,0.8845543803330134,0.9007111136991659,0.9561942359439173,0.8914909749188904,0.9651949556006856
248,0.8927760808971437,0.8860361759290442,0.9019733530386389,0.9569457002894193,0.8928921322112537,0.9657317522425735
249,0.8942123957870076,0.8875241401580635,0.9032346697461714,0.9576971646349213,0.8942843237341924,0.9662685488844613
250,0.8956434841052592,0.8889973915339925,0.9044923613366724,0.9583188162494402,0.8956587963255025,0.9668053455263492
251,0.8970609633042915,0.8904654302046375,0.905757193145518,0.9589133686914746,0.8970218167961455,0.9673420177393801
252,0.898456858020455,0.8919242918440701,0.9070146449006886,0.9593903212013271,0.8983824277157784,0.9678786610154675
253,0.8997923729694421,0.8933608445628514,0.9082869880092965,0.9598672737111795,0.8997381757051628,0.9684153042915549
254,0.9011895841034581,0.8947859362853208,0.9095472534858586,0.960344226221032,0.9010788296298797,0.9689519475676422
255,0.9025637455168587,0.8961838611067394,0.9108423451160896,0.9608211787308846,0.9024152171393475,0.9694885908437296
256,0.9038949938142802,0.897544252819345,0.9121204740973747,0.961374279832483,0.903823125109124,0.9700252341198169
257,0.9052164889533278,0.8989260104749963,0.9134040016944959,0.9620424068551939,0.9052209695582343,0.9705618773959043
258,0.906530819450343,0.9002864943789868,0.9146064961923095,0.9626959114741588,0.9066086451256405,0.971083033619827
259,0.9077856098802664,0.9016139981582845,0.9157935921195011,0.963299615930678,0.9079925832758113,0.9715854763223841
260,0.9090613216145518,0.9029770198598103,0.917000735973631,0.9638195714525362,0.9093596300966029,0.9720879190249412
261,0.9102792357246161,0.9043148555873826,0.918209603234988,0.9643395269743943,0.9107149541375542,0.9725830543767159
262,0.9114902687405324,0.9056498679868459,0.9194139172049925,0.9648594824962523,0.9120529814325768,0.9730781897284906
263,0.9126965751455396,0.9069768149960186,0.9205958039960151,0.9653794380181104,0.9133793111832084,0.9735733250802652
264,0.9139906936939806,0.9082928635903008,0.9217569992852732,0.9658652606890588,0.9146938570165939,0.9740684604320398
265,0.9152752113404047,0.9096016664877595,0.9228828008964017,0.9663150542396023,0.915962581214651,0.9745626698016223
266,0.9165485248226315,0.9108937391208785,0.9240063254027003,0.9667648477901458,0.9172143912324237,0.9750479897421596
267,0.9177747187569701,0.9122206769215979,0.9251271995983897,0.9672146413406892,0.9184520784884653,0.975492266698418
268,0.9190159678784189,0.9135449572391624,0.9262468193310831,0.9676644348912328,0.9196818102198148,0.9758979519201201
269,0.9202243532044725,0.9148606158630168,0.9273527007424889,0.9681142284417763,0.9209043765331133,0.9763036371418221
270,0.9214234452400487,0.9161556562300036,0.928461039870076,0.9685640219923198,0.9221193021014682,0.9767093223635241
271,0.9226156536870733,0.9174232250601551,0.9295575645642524,0.9690138155428634,0.9233269977299188,0.9771150075852262
272,0.9237990981873735,0.9186504586554366,0.9306007812574281,0.9694636090934069,0.9245143752524236,0.9775192595772901
273,0.924970789180078,0.9199939551345003,0.9316656780021413,0.9699134026439504,0.9256886769207224,0.9779225459691483
274,0.9261135840755882,0.9212667165208261,0.9327483814362377,0.9704106194813843,0.9268534426725532,0.9783257108258436
275,0.9272412679393263,0.9224926963226809,0.9337996834146237,0.9709237356440715,0.9280132174673665,0.9787288756825392
276,0.9283781981694885,0.9236950235620738,0.934846349827577,0.9714322861436872,0.9291621310897681,0.9791320405392345
277,0.9295134914774293,0.9249185734060776,0.9358920119316496,0.9719361864309148,0.9302166360678792,0.9795349963832745
278,0.9306272393423518,0.9260780392576337,0.9369213763195253,0.9724400867181425,0.9312648693953117,0.979910171117587
279,0.9317668742349886,0.9272130773983491,0.9379384769416798,0.9729439870053702,0.9323033036167054,0.9802645712901661
280,0.9328877550267454,0.928338867131639,0.9389713938662182,0.9734268863334268,0.9333363066444278,0.9806079854818145
281,0.9339705481104872,0.9294530582218813,0.9400017302872385,0.973907895575158,0.9343594551909187,0.9809513996734629
282,0.935024736262275,0.9305555148581865,0.941021271965081,0.9743889048168891,0.9353765983291632,0.9812948138651113
283,0.9360734971711377,0.9316517884950118,0.9420221195979712,0.9748337480622675,0.9363862615855253,0.9816273120866605
284,0.9371169073727409,0.9327411138469154,0.9429737195135565,0.9752621756043163,0.9373894893788305,0.9819987209952293
285,0.9381694197879411,0.9338198654492847,0.9438945098660108,0.975690603146365,0.9383758059551579,0.9823971608745486
286,0.9392238230063674,0.9349135521451358,0.9448189077399143,0.9761190306884138,0.9393522936605101,0.982768626165033
287,0.9402732381922108,0.9360049525447417,0.9457918990598407,0.9765064835851024,0.9403247265633632,0.983097703884208
288,0.9413337204422418,0.9370911195261973,0.9467572058121689,0.9768864640648882,0.9413563894491476,0.9834148146756199
289,0.942393664142107,0.938205308158558,0.9477200249087343,0.9772664445446742,0.9424175547978353,0.9837284991524278
290,0.9434427840456013,0.9393149394934851,0.9486665222821477,0.9776566021020071,0.943468514376963,0.9840409743417287
291,0.9444509833494271,0.9404182321558401,0.9495739829191288,0.9781872628967542,0.9445099599633582,0.9843534495310295
292,0.9454160953369545,0.9415333844127824,0.9504809406265265,0.9786678786354888,0.9455438998182056,0.9846659247203302
293,0.946385925019877,0.9426389302928081,0.9513884523992706,0.9790850418170292,0.9465701346252053,0.9849747421936865
294,0.9473418931216746,0.9436606778704709,0.9522928766372102,0.9794959045935394,0.9475869869736822,0.9852678984391887
295,0.9483403132586135,0.9446996944109189,0.9532098482132688,0.9799067673700496,0.9485854516924438,0.9855463192924734
296,0.9493197865817566,0.9457269643781777,0.9541224791988216,0.9803176301465598,0.9495628160888633,0.985824740145758
297,0.9502905369451722,0.9467425620555927,0.95503029133202,0.9807284929230701,0.9505335211840551,0.9861031609990427
298,0.9512410526547925,0.947739870890611,0.9558916113718243,0.981161217788433,0.9515000986410428,0.9863815818523274
299,0.9521732642315979,0.9487303309950963,0.9567320112619557,0.9815530142095076,0.9524566394312837,0.986660002705612
300,0.9530765686468867,0.9497030878271078,0.9575617195583015,0.9819079573829148,0.9534047978472111,0.9869296151684122
301,0.9539719643788025,0.9506607732871923,0.9584006114562429,0.9822985824947829,0.9543425507766043,0.9871877767235822
302,0.9548993346079598,0.9516098254919564,0.9592188528859851,0.9826892076066508,0.9552726983845052,0.9874459382787524
303,0.9558218849919675,0.952577563981609,0.9600076560026812,0.9830751235295716,0.9561926071327426,0.9877054654477857
304,0.9567256271377123,0.9535318057945037,0.9608265963654016,0.9834703706458787,0.957106478502572,0.9879685961339246
305,0.9575960459939303,0.9544560268433091,0.9616287982887181,0.9838025460522413,0.958014742789254,0.9882245953256813
306,0.9585104266575868,0.9553520386446771,0.9624304485807668,0.984122836133052,0.9589158917141734,0.9884635932549792
307,0.9593804101717833,0.9562334811062609,0.9631933807615847,0.984479095399301,0.9598076909468738,0.9887010982367372
308,0.9602386883603216,0.9571194755519782,0.9639506533754044,0.984828338305403,0.9606902348720171,0.9889386032184954
309,0.9610946189392588,0.9580191375894467,0.9647084380527615,0.9851703859527373,0.9615638455368626,0.9891761082002535
310,0.9618919391518166,0.9588666341803678,0.9654876861957375,0.9854210492073475,0.9624172818565191,0.9894063804234733
311,0.9627163287070173,0.9597452879807375,0.966318326854428,0.9856717124619577,0.9632453169443949,0.9896182638923989
312,0.963548083818056,0.9606439175441243,0.9670687547918548,0.985922375716568,0.9640605763046938,0.9898232798026416
313,0.9643461579732819,0.9615217898891668,0.9678182002959433,0.9861730389711783,0.9648686621763266,0.9900521526423851
314,0.965138749550869,0.9623753368725887,0.9685427803128754,0.9864237022257886,0.9656612302586345,0.9902819284826908
315,0.9659122064802501,0.9632152052807159,0.9692686737469312,0.9866743654803988,0.966444605200842,0.9905117043229965
316,0.9666852674765394,0.9640072827769491,0.9699919384077325,0.986925028735009,0.9672183818675193,0.9907664336367834
317,0.967469980877016,0.964808895060838,0.9706800650238291,0.9871756919896193,0.9679862925185044,0.991030482687871
318,0.9682588413228772,0.9656645637777789,0.9714215977089322,0.9874263552442295,0.9687417642061111,0.9912614576844093
319,0.9690385676731391,0.9664621508296598,0.9721350435683014,0.9876770184988397,0.9694890126256483,0.9914853112518793
320,0.9697894050338338,0.9672612285800655,0.9728172665337582,0.9880023457702065,0.9702269789746878,0.9916778711663519
321,0.9705374202066211,0.9680510503245494,0.9734795176408927,0.9884402460448162,0.9709565669765421,0.9918591742776798
322,0.9712677642699825,0.9688644319274309,0.9741197858304367,0.9889030305440434,0.9716733998828047,0.9920970188257217
323,0.9719821383817023,0.9696572029887269,0.9747459445615725,0.9893259422436962,0.9723826681667231,0.9922787189430721
324,0.9726828856063682,0.9704100691915668,0.9753404485697448,0.9895829896812742,0.9730862691277569,0.9924878586427692
325,0.9734085804343946,0.9711348224896225,0.9759493254747535,0.9898281561426807,0.9737815239627925,0.9926729984752332
326,0.9740943778340301,0.9718705815359865,0.9765791446695231,0.9900706677442687,0.9744601873382782,0.9928533929931247
327,0.97474507502492,0.9725800672404925,0.9771956600425508,0.9903131793458565,0.9751310190904334,0.993033787511016
328,0.9753950569185109,0.9732922095123597,0.9778167760392094,0.9905556909474444,0.9757944471956403,0.9932141820289075
329,0.9760471512813096,0.9740099427741896,0.9784356383950555,0.9907715095153046,0.9764523776042991,0.9933991921419771
330,0.976733267712879,0.9747216619918423,0.9790388069532509,0.9909854037075815,0.977099293014658,0.9935916195359871
331,0.977393888999089,0.9754017566261739,0.9796153973249769,0.9911992978998584,0.9777309608675439,0.9937840469299972
332,0.978029954286957,0.9760846559278373,0.9801917495069354,0.9914131920921353,0.9783521550654244,0.9939443691339875
333,0.9786629601012018,0.97675053355657,0.9807460115813416,0.9916805598003898,0.9789639835668205,0.9940998057655837
334,0.9792985131174519,0.9774092450346399,0.9813036214668808,0.9919054334366196,0.9795656647408693,0.9942580229548081
335,0.9799212046178378,0.9780526703619283,0.9818674108224966,0.9920886985330095,0.9801607836337731,0.9944439157721507
336,0.9805495472681547,0.9787109287376529,0.9824092085309389,0.9922719636293993,0.980749948809174,0.9946484093257645
337,0.9811405446648418,0.9793351006529539,0.982915190807261,0.9924826630535197,0.9813334824973705,0.9948157792801386
338,0.9817199009192135,0.9799487042365099,0.98342331451969,0.9926965572457966,0.9819040464015749,0.9949553038551688
339,0.9822990861602019,0.9805701715469997,0.9839373590535787,0.9929104514380735,0.9824645685560139,0.9950848166846882
340,0.9828669361415594,0.9811782565714695,0.9844461658722798,0.993076717784484,0.983017530282928,0.9952143295142073
341,0.9834392540702138,0.9817753020097617,0.9849540868490028,0.993412946933797,0.9835595396583254,0.995369736288469
342,0.983988890255721,0.9823660209309171,0.9854553702016995,0.9935727318128187,0.9840932768295709,0.9955244685690973
343,0.9845391047119693,0.9829549635196015,0.9859176193588254,0.9937267331618228,0.9846242380761423,0.9956720843987119
344,0.9850654728012248,0.9835063675299728,0.9864023974690164,0.9938807345108268,0.9851510375240097,0.995841355346645
345,0.9855970668500686,0.9840371015146682,0.9868759439490966,0.9940347358598309,0.9856742414145377,0.9960075196673086
346,0.986119763756548,0.9845858946978749,0.9873421483176746,0.9941887372088349,0.9861909879714466,0.9961761846892412
347,0.9866150201049033,0.9851015832372001,0.9877935463712003,0.9943443462363226,0.9866967048769361,0.9963145637077385
348,0.9871176434669006,0.9856145414316988,0.9882346237464423,0.9946134352941597,0.9871891347994741,0.9964468339356345
349,0.9876112183488102,0.9861284037621358,0.9886664097060991,0.99489778582146,0.9876737478954369,0.9965605276719409
350,0.9880675143968852,0.9866546447165565,0.9890931353742263,0.9951146254531277,0.9881449460248262,0.9966691550923592
351,0.9884944158765323,0.9871697622419933,0.9895194574965475,0.9952909585474159,0.9886114923672856,0.9967777825127775
352,0.9889334996864767,0.9876886734067878,0.9899365111742576,0.995467291641704,0.9890647933712854,0.996915881422829
353,0.9893824080931654,0.9881912779755202,0.9903513612898407,0.9956436247359921,0.9895052428028386,0.9970579186806534
354,0.989811974188113,0.9886599704602458,0.9907546862030739,0.9958199578302803,0.9899325835487001,0.9971834149997871
355,0.9902439023129013,0.989101878877679,0.991151367130809,0.9959962909245684,0.9903485345202697,0.9972959117394873
356,0.9906537088762734,0.9895616866581515,0.9915291079390167,0.9961726240188565,0.9907605764015429,0.9973946602176403
357,0.9910537583943488,0.9900132079838121,0.9918921223646444,0.9963489571131448,0.9911603234460682,0.9975032243606805
358,0.9914369768272497,0.9904644745554053,0.9922393713644073,0.9965161695301421,0.9915482907863451,0.9976206732421102
359,0.9918200234593676,0.9908833984145766,0.992611227552209,0.9966742612698487,0.9919314776185628,0.9977244994484241
360,0.992195866778124,0.9912872592046806,0.9929624178580436,0.9968246312541661,0.9923089252580595,0.9978228971003855
361,0.9925603174141151,0.9917071447553362,0.9932890374639434,0.9969633439632745,0.9926791177951734,0.9979109156322272
362,0.9929293495042213,0.9921249135262111,0.9936125043907048,0.9971082419191116,0.993044894133706,0.9979989256253016
363,0.9932995536621938,0.9925400784048679,0.9939366540577735,0.9973066282286751,0.9934018316166754,0.9980901994546318
364,0.9936469803404564,0.992928964603288,0.9942649238265499,0.9974647199683817,0.9937482570958431,0.9981842498374467
365,0.9939876805483394,0.9933157463902077,0.9945914738195194,0.9976228117080883,0.994084372071514,0.9982689220689094
366,0.9943091828246796,0.9937021645869986,0.9948929547850797,0.9977639289783979,0.9944150619331146,0.9983566114186972
367,0.9946331184446361,0.994056326379098,0.9951960678504219,0.9978670265152546,0.9947347992547149,0.9984479254640604
368,0.9949483520229478,0.9943990259174116,0.9954908362219363,0.9979705599273154,0.9950500933004454,0.998538631408447
369,0.9952502836176307,0.9947300099084371,0.9957741733666411,0.9981152176377054,0.9953580450446053,0.9986278786730559
370,0.9955574257916656,0.995064731442513,0.9960482890747329,0.9982498674374197,0.9956604701944722,0.9987050891013223
371,0.9958489833769817,0.9953968235570229,0.9963195018167802,0.9983433508755261,0.9959561128141885,0.9987865146969703
372,0.9961427140214438,0.9957188984217198,0.9965861627394543,0.9984368343136324,0.9962438825894504,0.9988649851668798
373,0.9964216633852114,0.99603970038314,0.9968389247566518,0.9985455574825904,0.9965243192813114,0.9989394865421295
374,0.9966941410507103,0.9963476077849025,0.9970692397208668,0.9986574134532271,0.9967951115080065,0.9990149299456075
375,0.9969550247625311,0.9966427217762748,0.9972934738672167,0.9987566083306768,0.997055964342972,0.9990877632475127
376,0.9972130069477778,0.9969288134508029,0.9975271119387162,0.9988395011086317,0.9972984869997543,0.999156295998301
377,0.99746209595112,0.9971985753048602,0.9977471005791098,0.9989223938865865,0.9975482359019217,0.9992283039967252
378,0.997706373879761,0.9974605270177922,0.9979630034617981,0.9990195134530002,0.997803850604351,0.999304245218585
379,0.9979373788070929,0.9977151062970651,0.9981735328284619,0.9991152985877231,0.9980501774607757,0.9993712101640344
380,0.9981610220578763,0.997961003016272,0.9983762448317633,0.999199561287393,0.9982909119552741,0.999432040378446
381,0.9983823829189455,0.9982051295703116,0.9985667542232242,0.9992838239870627,0.998503588001173,0.9994895734584994
382,0.9985855392210896,0.9984383824050551,0.9987543660357433,0.9993737404879292,0.9987133792740269,0.9995471267919829
383,0.9987873171655921,0.9986572704381951,0.9989361871455641,0.9994628057936014,0.9989134862030866,0.9996042701546696
384,0.998987184206341,0.998879205541814,0.9991130037337623,0.9995395478230868,0.9990900854322669,0.9996608029897167
385,0.99917771005492,0.9990924278905399,0.9992806042785158,0.9996162898525724,0.9992577525118669,0.999717335824764
386,0.9993608573377311,0.9992917076062268,0.9994405013029337,0.9996930318820579,0.9994208368035475,0.9997738686598112
387,0.9995365009342416,0.9994859736823601,0.9995926869546257,0.9997697739115434,0.9995748109969168,0.9998304014948584
388,0.99970162036282,0.9996698967287211,0.9997362678621875,0.9998465159410289,0.9997266994874922,0.9998869343299055
389,0.9998578914414733,0.9998419290762055,0.9998727525821902,0.9999232579705145,0.9998670058074361,0.9999434671649527
390,1.0,1.0,1.0,1.0,1.0,1.0
