# Cumulative fraction of synaptic input volume, largest presynaptic partners first.
# Per-cell curves resampled from original presynaptic partners count onto 390 inputs.
# Dense connectome 230219a-rsg11-std-spl-edges_ariadne-20260417T142327_run-20260417T143444_connectome-20260421T131207.hdf5; synapse score > 138.6; proofread cells only.
x_inputs_resampled,spiny_median,spiny_q25,spiny_q75,smooth_median,smooth_q25,smooth_q75
63,0.42697141182094117,0.4111069546622254,0.45621024442818814,0.48334260026069653,0.4149211685950979,0.5685792978506119
64,0.43119761194437844,0.4152398084396176,0.4602883609275388,0.4878758751804718,0.4195857506005097,0.574038074156535
65,0.4353346056648869,0.41933484998966913,0.4643564496215973,0.49343056760785886,0.4236921787554272,0.5794656210283269
66,0.43942434340204684,0.42348519945358254,0.46839692692221596,0.49847455128144,0.42764332238842045,0.5848931679001188
67,0.4434459003729698,0.42763141295224444,0.47241016480004633,0.5038865879965886,0.431565522284278,0.5903207147719107
68,0.44743175418564407,0.4317562520397118,0.47639321728551953,0.5099192303190097,0.43547474329215197,0.5957482616437024
69,0.45138527571858067,0.43583647565931966,0.48035283179102434,0.5159518726414306,0.43936863257409065,0.6012420865444423
70,0.4553722249055172,0.439894638485819,0.48434090062393076,0.5219845149638516,0.4432573798182941,0.607201842511415
71,0.45954170746053563,0.4439723566036111,0.48834441482350227,0.5280171572862725,0.447135931500397,0.6128691913191506
72,0.4636899523345541,0.4480451092160186,0.492306010827104,0.5340497996086935,0.45097322540527707,0.6183247231214886
73,0.4678151821959272,0.4520476051656078,0.49618568189269197,0.5401604479171019,0.45478970765447535,0.6237802549238265
74,0.4718003593950735,0.45590918842082817,0.5000400497520427,0.5444870844404844,0.4585913712606969,0.6292357867261645
75,0.47568100462689356,0.45972595632336577,0.5039287615654435,0.5496039768680642,0.46236482215374397,0.6346913185285025
76,0.4795312270525637,0.4635076841883552,0.5077941431822521,0.554720869295644,0.46611875244906553,0.6401468503308405
77,0.48333638319343786,0.4673333318527121,0.5116453601315052,0.5598377617232237,0.4698639884763142,0.6456023821331784
78,0.4871029640854513,0.4711590889612713,0.5153313118669551,0.5649546541508036,0.47359546222697224,0.6510579139355164
79,0.4908384278771865,0.47501007629610276,0.5189453648539513,0.5700715465783833,0.47730604668524546,0.6565134457378544
80,0.494544397665143,0.4788393702601805,0.5225496835012693,0.5751884390059631,0.48100512716426036,0.6619689775401925
81,0.4982260557130004,0.48263507363779146,0.526155527015605,0.5803053314335429,0.4846896180108753,0.6666652652177822
82,0.50189407342239,0.48639882927558165,0.5297486514640503,0.5854222238611226,0.48835151893657947,0.671361552895372
83,0.5055858096523509,0.4901598917830342,0.533239115366368,0.5905391162887025,0.4919764966945396,0.6758615050970989
84,0.5092964273064309,0.4938348706510691,0.5367530292960949,0.5956560087162822,0.4955670674967485,0.6798378960298574
85,0.5130271341677953,0.49751695364602005,0.5402467059560848,0.6001202710134437,0.49920678699458326,0.6838142869626158
86,0.5167297516301029,0.5011710963646047,0.5436880908352691,0.6034793031043446,0.503237680364002,0.6877906778953744
87,0.5203293292212563,0.5047672100926699,0.5472395428140665,0.6066534090242591,0.5072626380241505,0.691767068828133
88,0.5237789913701683,0.5083342075717091,0.5506751338104825,0.6098275149441736,0.5112857985554371,0.6957434597608916
89,0.527208935285904,0.5118644894301202,0.554063682122772,0.6130016208640883,0.5152977745515706,0.69971985069365
90,0.5306999622077513,0.515383813146995,0.5574618175921691,0.6161757267840028,0.5192788278352178,0.7036962416264085
91,0.5341615272598716,0.5188902514394708,0.5609137662605951,0.6193498327039173,0.5232157996214905,0.7076710728958048
92,0.5376113818933504,0.5223837287634171,0.5643365596478501,0.6231170404707057,0.5271501793949812,0.711645904165201
93,0.5409844615668045,0.5258562462153001,0.5677216794101841,0.6279147717369287,0.5306764780471118,0.7156207354345974
94,0.5443131636063585,0.5292859001268386,0.5710831832129979,0.6327125030031515,0.5340652060308613,0.7195955667039935
95,0.5476320441777551,0.5328354879203716,0.5744154325624742,0.6375102342693745,0.5376829191893332,0.7235592112472555
