component,eigenvalue,variance_fraction,cumulative_fraction
211,0.0007399181297407314,0.000508173629808336,0.8886447708510292
212,0.0007314621557908122,0.0005023660913754004,0.8891471369424047
213,0.0007294485716148077,0.0005009831675916523,0.8896481201099963
214,0.0007238677910577048,0.0004971503036586379,0.8901452704136549
215,0.0007208538130905363,0.0004950803123147644,0.8906403507259696
216,0.0007125263894991066,0.0004893610618959495,0.8911297117878655
217,0.0007114320880727121,0.000488609498843764,0.8916183212867093
218,0.000706465551988983,0.00048519849623712826,0.8921035197829464
219,0.0007036015365427716,0.00048323149871858063,0.892586751281665
220,0.0007020238481582837,0.00048214794690274316,0.8930688992285677
221,0.0006958859765786838,0.00047793247446798116,0.8935468317030357
222,0.0006877970971824909,0.0004723770555119872,0.8940192087585477
223,0.0006842019028533257,0.0004699078864530288,0.8944891166450007
224,0.0006761908045689726,0.00046440588733950855,0.8949535225323403
225,0.0006692832706385426,0.0004596618130299889,0.8954131843453703
226,0.0006633262316084071,0.0004555705358667781,0.8958687548812371
227,0.0006530736198775242,0.00044852907180625574,0.8963172839530433
228,0.0006515203027308012,0.00044746225808597244,0.8967647462111293
229,0.0006509629418244076,0.0004470794642287459,0.8972118256753581
230,0.0006454418939017554,0.00044328762449617575,0.8976551132998543
231,0.0006393383580567504,0.0004390957337445485,0.8980942090335988
232,0.000638010255366613,0.00043818359666116354,0.89853239263026
233,0.0006345723875728661,0.0004358224790113477,0.8989682151092713
234,0.0006316066596927471,0.0004337856256875997,0.8994020007349589
235,0.0006286032006655286,0.00043172285872123675,0.8998337235936802
236,0.0006167089380560563,0.0004235539135890678,0.9002572775072692
237,0.0006151182727418945,0.000422461449255492,0.9006797389565248
238,0.0006132045473955092,0.0004211471082268845,0.9011008860647517
239,0.0006080441980585817,0.00041760299523894566,0.9015184890599907
240,0.000601018669575424,0.0004127778826121486,0.9019312669426028
241,0.0005977275020176186,0.00041051751825975266,0.9023417844608626
242,0.0005926706805762629,0.0004070445079308305,0.9027488289687934
243,0.000591097727541505,0.000405964208339481,0.9031547931771329
244,0.0005888180743081551,0.00040439854909728667,0.9035591917262301
245,0.0005871285225591803,0.00040323816984650876,0.9039624298960767
246,0.0005842485976617021,0.0004012602457628812,0.9043636901418396
247,0.0005767495854170253,0.0003961099458591744,0.9047598000876987
248,0.0005747492196815432,0.0003947361004621163,0.9051545361881609
249,0.0005694060289679521,0.00039106641254592047,0.9055456026007068
250,0.0005676170591488433,0.00038983775325234074,0.9059354403539591
251,0.0005632249981817071,0.00038682129849295917,0.9063222616524521
252,0.0005599884841100197,0.00038459846999663427,0.9067068601224487
253,0.0005565605814595979,0.00038224419637840996,0.9070891043188272
254,0.0005551006813699072,0.00038124154122250024,0.9074703458600497
255,0.0005486134291070339,0.00037678611514575057,0.9078471319751955
256,0.0005456521318247733,0.0003747523047437873,0.9082218842799393
257,0.0005448938152867734,0.00037423149514044084,0.9085961157750798
258,0.0005396348195444971,0.00037061963208684124,0.9089667354071667
259,0.0005360267119596009,0.00036814159424122415,0.9093348770014079
260,0.0005338453913780958,0.00036664346957969234,0.9097015204709876
