neuron_id,cell_type,assembly,odour_hz,odour_repeat_hz,baseline_hz
1133,excitatory,4,0.0,0.0,0.0
1134,excitatory,4,0.0,0.0,0.0
1135,excitatory,4,0.0,0.11111111,0.0
1136,excitatory,4,0.11111111,0.5555556,0.6666667
1137,excitatory,4,0.0,0.0,0.0
1138,excitatory,4,0.44444445,1.1111112,0.0
1139,excitatory,4,6.888889,10.444445,32.77778
1140,excitatory,4,0.0,0.11111111,0.0
1141,excitatory,4,0.0,0.0,0.0
1142,inhibitory,4,0.44444445,1.3333334,20.444445
1143,inhibitory,4,16.333334,14.0,51.22222
1144,excitatory,4,0.0,0.0,0.0
1145,excitatory,4,0.0,0.0,0.0
1146,excitatory,4,0.6666667,0.7777778,0.11111111
1147,excitatory,4,0.44444445,1.3333334,2.3333333
1148,inhibitory,4,83.111115,51.0,19.444445
1149,excitatory,4,14.444445,13.0,22.777779
1150,excitatory,4,4.4444447,3.1111112,7.111111
1151,inhibitory,4,3.5555556,4.4444447,7.3333335
1152,inhibitory,4,2.1111112,13.222222,2.5555556
1153,excitatory,4,0.0,0.0,0.0
1154,excitatory,4,0.0,0.7777778,0.0
1155,inhibitory,4,15.222222,13.888889,1.1111112
1156,inhibitory,4,2.2222223,0.6666667,3.4444444
1157,excitatory,4,4.111111,2.5555556,0.11111111
1158,excitatory,4,0.0,0.0,0.0
1159,excitatory,4,1.0,0.8888889,0.7777778
1160,excitatory,4,0.11111111,0.22222222,0.0
1161,excitatory,4,3.2222223,2.2222223,1.2222222
1162,excitatory,4,0.0,0.0,0.0
1163,excitatory,4,0.0,0.0,0.0
1164,excitatory,4,0.0,0.0,0.0
1165,inhibitory,4,56.77778,48.22222,92.888885
1166,excitatory,4,0.0,0.33333334,0.0
1167,excitatory,4,0.0,0.0,0.0
1168,excitatory,4,0.0,0.0,0.0
1169,excitatory,4,0.0,0.0,0.0
1170,inhibitory,4,0.0,0.33333334,0.0
1171,excitatory,4,0.44444445,0.5555556,2.8888888
1172,excitatory,4,0.0,0.0,0.0
1173,excitatory,4,0.0,0.7777778,2.0
1174,inhibitory,4,5.3333335,4.6666665,2.5555556
1175,inhibitory,4,0.33333334,1.6666666,13.444445
1176,inhibitory,4,0.0,0.44444445,2.3333333
1177,excitatory,4,10.555555,10.888889,11.444445
1178,inhibitory,4,0.22222222,0.5555556,0.8888889
1179,inhibitory,4,6.4444447,9.333333,6.4444447
1180,excitatory,4,0.0,0.0,0.0
1181,excitatory,4,0.11111111,0.0,0.44444445
1182,excitatory,4,2.1111112,2.7777777,2.1111112
1183,inhibitory,4,0.0,0.0,0.22222222
1184,inhibitory,4,17.222221,19.666666,14.222222
1185,excitatory,4,0.6666667,0.6666667,0.33333334
1186,excitatory,4,0.6666667,4.2222223,0.11111111
1187,excitatory,4,0.11111111,0.44444445,0.6666667
1188,excitatory,4,11.777778,11.111111,14.0
1189,excitatory,4,0.0,0.0,0.0
1190,excitatory,4,0.0,0.0,0.0
1191,excitatory,4,1.4444444,0.33333334,1.2222222
1192,inhibitory,4,0.0,0.44444445,0.0
1193,inhibitory,4,1.7777778,5.5555553,4.4444447
1194,inhibitory,4,1.0,1.2222222,0.11111111
1195,excitatory,4,0.0,0.0,0.0
1196,excitatory,4,7.0,3.5555556,2.2222223
1197,inhibitory,4,5.4444447,6.888889,3.8888888
1198,excitatory,4,0.22222222,2.0,4.4444447
1199,excitatory,4,0.0,0.0,0.0
1200,excitatory,4,0.0,0.0,0.0
1201,excitatory,4,0.0,0.0,0.0
1202,excitatory,4,0.44444445,0.33333334,0.33333334
1203,excitatory,4,0.22222222,0.0,0.0
1204,excitatory,4,2.5555556,2.7777777,2.6666667
1205,inhibitory,4,47.88889,29.444445,27.333334
1206,excitatory,4,0.0,0.11111111,0.44444445
1207,excitatory,4,4.2222223,2.0,1.3333334
1208,excitatory,4,1.5555556,0.8888889,0.5555556
1209,inhibitory,4,0.0,0.0,0.11111111
1210,excitatory,4,0.0,0.0,0.0
1211,excitatory,4,0.0,0.0,0.11111111
1212,inhibitory,4,70.0,65.111115,14.666667
1213,excitatory,4,0.0,0.0,0.0
1214,excitatory,4,1.3333334,0.7777778,1.4444444
1215,excitatory,4,1.8888888,1.6666666,3.6666667
1216,excitatory,4,0.0,0.22222222,0.0
1217,excitatory,4,0.11111111,0.33333334,0.11111111
1218,excitatory,4,0.0,1.2222222,0.0
1219,excitatory,4,0.0,0.0,0.0
1220,excitatory,4,0.0,2.4444444,0.0
1221,excitatory,4,0.33333334,0.5555556,0.0
1222,excitatory,4,0.33333334,0.22222222,0.0
1223,excitatory,4,0.0,0.0,0.0
1224,excitatory,4,5.111111,5.3333335,6.2222223
1225,inhibitory,4,5.6666665,5.111111,5.6666665
1226,excitatory,4,0.0,0.33333334,0.0
1227,inhibitory,4,0.11111111,2.3333333,6.5555553
1228,excitatory,4,0.0,0.0,0.0
1229,excitatory,4,1.3333334,9.0,17.666666
1230,inhibitory,4,3.8888888,8.444445,4.0
1231,excitatory,4,0.11111111,0.0,1.1111112
1232,excitatory,4,0.44444445,6.2222223,0.22222222
1233,excitatory,4,0.0,0.0,0.0
1234,excitatory,4,6.7777777,5.888889,6.888889
1235,excitatory,4,0.6666667,0.8888889,1.6666666
1236,inhibitory,4,35.333332,47.333332,49.333332
1237,excitatory,4,0.11111111,0.0,2.5555556
1238,inhibitory,4,12.333333,8.0,11.0
1239,excitatory,4,0.0,0.0,0.33333334
1240,inhibitory,4,13.888889,20.0,20.555555
1241,excitatory,4,2.7777777,3.3333333,0.11111111
1242,excitatory,4,0.44444445,0.33333334,0.0
1243,excitatory,4,0.0,0.0,0.0
1244,excitatory,4,3.7777777,6.888889,2.1111112
1245,excitatory,4,4.4444447,4.7777777,2.1111112
1246,excitatory,4,6.7777777,10.222222,9.222222
1247,excitatory,4,0.11111111,0.11111111,0.0
1248,excitatory,4,34.11111,33.444443,28.222221
1249,excitatory,4,0.0,0.22222222,0.0
1250,inhibitory,5,1.0,0.33333334,0.11111111
1251,excitatory,5,5.0,8.333333,9.333333
1252,excitatory,5,0.5555556,1.6666666,0.33333334
1253,excitatory,5,0.22222222,0.22222222,0.44444445
1254,excitatory,5,0.0,0.0,0.0
1255,excitatory,5,0.11111111,0.0,0.44444445
1256,inhibitory,5,0.11111111,0.0,5.3333335
1257,excitatory,5,0.33333334,0.44444445,1.1111112
1258,excitatory,5,10.0,12.555555,12.888889
1259,excitatory,5,4.6666665,2.8888888,0.8888889
1260,excitatory,5,0.0,0.0,0.0
1261,excitatory,5,0.0,0.0,0.0
1262,excitatory,5,11.444445,10.666667,11.444445
1263,inhibitory,5,14.444445,35.22222,14.777778
1264,inhibitory,5,187.44444,170.88889,167.66667
1265,excitatory,5,0.11111111,0.0,0.0
1266,excitatory,5,6.6666665,9.222222,5.111111
1267,excitatory,5,2.5555556,1.5555556,4.4444447
1268,excitatory,5,0.0,0.0,0.0
1269,excitatory,5,0.11111111,0.33333334,0.5555556
1270,excitatory,5,0.0,0.0,0.0
1271,excitatory,5,0.44444445,0.11111111,0.5555556
1272,excitatory,5,2.6666667,0.5555556,0.0
1273,inhibitory,5,11.0,7.7777777,4.6666665
1274,excitatory,5,7.0,8.777778,6.3333335
1275,excitatory,5,2.5555556,2.4444444,0.6666667
1276,excitatory,5,0.5555556,0.0,0.33333334
1277,inhibitory,5,2.3333333,1.5555556,1.8888888
1278,excitatory,5,0.11111111,0.0,0.0
1279,excitatory,5,8.777778,15.333333,15.333333
1280,excitatory,5,0.6666667,0.7777778,0.33333334
1281,excitatory,5,14.666667,18.0,33.444443
1282,excitatory,5,0.0,0.33333334,1.3333334
1283,excitatory,5,1.7777778,0.6666667,2.5555556
1284,excitatory,5,9.111111,12.0,10.777778
1285,inhibitory,5,3.0,3.7777777,3.3333333
1286,inhibitory,5,4.7777777,5.0,1.4444444
1287,excitatory,5,4.0,4.0,5.111111
1288,excitatory,5,0.0,0.0,0.0
1289,excitatory,5,21.333334,17.555555,18.222221
1290,excitatory,5,0.0,0.0,0.0
1291,excitatory,5,17.222221,16.555555,5.7777777
1292,excitatory,5,0.0,0.0,0.0
1293,excitatory,5,0.11111111,0.11111111,0.5555556
1294,excitatory,5,0.0,0.0,0.0
1295,inhibitory,5,41.0,45.0,19.333334
1296,inhibitory,5,9.777778,13.888889,7.888889
1297,excitatory,5,0.0,0.0,0.0
1298,inhibitory,5,27.222221,25.88889,20.666666
1299,inhibitory,5,112.666664,103.55556,97.888885
1300,inhibitory,5,4.0,4.111111,2.8888888
1301,excitatory,5,21.222221,7.2222223,2.7777777
1302,excitatory,5,0.0,0.0,0.0
1303,inhibitory,5,0.0,0.22222222,0.22222222
1304,excitatory,5,0.0,0.11111111,0.0
1305,excitatory,5,0.7777778,1.2222222,1.1111112
1306,excitatory,5,14.777778,13.111111,10.555555
1307,excitatory,5,1.3333334,1.3333334,1.7777778
1308,excitatory,5,2.3333333,2.6666667,1.6666666
1309,excitatory,5,1.2222222,0.7777778,0.5555556
1310,excitatory,5,0.0,0.0,0.0
1311,excitatory,5,0.0,0.0,0.0
1312,inhibitory,5,0.5555556,0.7777778,2.7777777
1313,excitatory,5,0.0,0.0,0.0
1314,inhibitory,5,7.0,6.6666665,10.111111
1315,excitatory,5,0.11111111,0.44444445,0.0
1316,inhibitory,5,21.88889,29.777779,35.666668
1317,excitatory,5,0.0,0.0,0.0
1318,excitatory,5,0.0,0.44444445,0.0
1319,inhibitory,5,0.33333334,0.7777778,0.22222222
1320,excitatory,5,0.33333334,0.22222222,0.6666667
1321,inhibitory,5,1.6666666,4.3333335,0.22222222
1322,inhibitory,5,0.6666667,2.8888888,1.5555556
1323,excitatory,5,0.0,0.0,0.0
1324,excitatory,5,18.0,23.555555,30.777779
1325,excitatory,5,0.0,0.0,0.0
1326,excitatory,5,0.0,0.0,0.0
1327,excitatory,5,1.0,2.1111112,3.7777777
1328,excitatory,5,0.0,0.0,0.22222222
1329,excitatory,5,0.0,0.0,0.11111111
1330,inhibitory,5,16.11111,12.333333,17.444445
1331,inhibitory,5,13.0,2.5555556,9.0
1332,excitatory,5,0.0,0.0,0.0
1333,inhibitory,5,0.0,0.0,0.0
1334,excitatory,5,2.5555556,1.6666666,4.2222223
1335,excitatory,5,0.11111111,0.0,0.0
1336,inhibitory,5,2.2222223,4.111111,9.222222
1337,inhibitory,5,0.22222222,0.8888889,2.1111112
1338,excitatory,5,0.0,0.11111111,0.0
1339,excitatory,5,0.0,0.0,0.0
1340,excitatory,5,0.0,0.0,0.0
1341,excitatory,5,22.555555,23.333334,1.2222222
1342,excitatory,5,0.0,0.0,0.0
1343,excitatory,5,0.33333334,1.5555556,2.1111112
1344,excitatory,5,0.0,0.0,0.0
1345,excitatory,5,0.0,0.0,0.0
1346,excitatory,5,0.6666667,0.6666667,0.44444445
1347,excitatory,5,0.0,0.0,0.11111111
1348,excitatory,5,2.6666667,1.3333334,1.6666666
1349,inhibitory,5,0.0,0.0,0.0
1350,excitatory,5,23.555555,22.333334,38.333332
1351,inhibitory,5,0.0,0.0,0.0
1352,excitatory,5,0.0,0.0,0.0
1353,excitatory,5,0.0,0.0,0.0
1354,excitatory,5,0.0,0.33333334,0.0
1355,inhibitory,5,23.777779,33.77778,62.444443
1356,excitatory,5,0.0,0.11111111,0.44444445
1357,excitatory,5,0.6666667,0.33333334,0.33333334
1358,inhibitory,5,0.22222222,0.22222222,0.0
1359,excitatory,5,0.11111111,0.0,0.0
1360,excitatory,5,0.0,0.0,0.0
1361,excitatory,5,0.11111111,1.0,0.0
1362,inhibitory,5,2.1111112,2.6666667,8.111111
1363,inhibitory,5,10.555555,7.4444447,10.0
1364,excitatory,5,0.11111111,0.11111111,1.4444444
1365,inhibitory,5,0.22222222,0.5555556,0.7777778
1366,excitatory,5,1.1111112,0.33333334,0.7777778
1367,excitatory,5,0.0,0.0,0.0
1368,excitatory,5,9.777778,8.444445,8.222222
1369,excitatory,5,0.0,0.0,0.0
1370,excitatory,5,0.0,0.0,0.0
1371,excitatory,5,0.0,0.11111111,0.33333334
1372,excitatory,5,8.222222,9.666667,22.777779
1373,excitatory,5,0.0,0.0,0.0
1374,excitatory,5,0.0,0.0,0.0
1375,inhibitory,5,17.444445,23.666666,21.88889
1376,excitatory,5,0.0,0.0,0.0
1377,excitatory,5,0.0,0.0,0.0
1378,excitatory,5,1.8888888,2.8888888,2.5555556
1379,excitatory,5,1.0,0.33333334,0.6666667
1380,excitatory,5,2.5555556,0.22222222,3.4444444
1381,excitatory,5,0.0,0.0,0.0
1382,excitatory,5,0.0,0.0,0.11111111
1383,excitatory,5,24.222221,21.555555,25.11111
1384,excitatory,5,0.22222222,0.33333334,1.7777778
1385,excitatory,5,0.0,0.0,0.22222222
1386,excitatory,5,0.0,0.22222222,0.0
1387,excitatory,5,0.0,0.0,0.0
1388,excitatory,5,0.0,0.0,0.0
1389,excitatory,5,26.222221,39.0,8.333333
1390,excitatory,5,3.4444444,1.7777778,1.2222222
1391,excitatory,5,0.11111111,0.0,0.22222222
1392,excitatory,5,1.0,1.3333334,0.11111111
1393,inhibitory,5,24.555555,18.444445,5.4444447
1394,excitatory,5,0.0,0.0,0.0
1395,excitatory,5,5.7777777,4.7777777,9.444445
1396,excitatory,5,0.8888889,0.7777778,0.0
1397,excitatory,5,0.44444445,0.22222222,0.5555556
1398,excitatory,5,0.0,0.0,0.0
1399,inhibitory,5,52.666668,76.77778,97.888885
1400,excitatory,5,0.33333334,0.8888889,0.22222222
1401,inhibitory,5,0.0,0.0,0.0
1402,excitatory,5,0.0,0.11111111,0.22222222
1403,inhibitory,5,1.6666666,2.7777777,0.7777778
1404,excitatory,5,0.0,0.0,0.0
1405,excitatory,5,14.777778,10.333333,17.333334
1406,inhibitory,5,2.3333333,3.8888888,1.0
1407,inhibitory,5,6.5555553,10.0,11.222222
1408,excitatory,5,0.0,0.0,0.0
1409,excitatory,5,0.22222222,1.6666666,0.0
1410,excitatory,5,4.7777777,16.0,13.444445
1411,excitatory,5,25.555555,26.333334,18.444445
1412,excitatory,5,2.3333333,2.2222223,0.0
1413,excitatory,5,0.11111111,0.22222222,0.0
1414,excitatory,5,0.33333334,0.7777778,1.2222222
1415,excitatory,5,1.4444444,0.7777778,2.3333333
1416,excitatory,5,55.333332,60.88889,51.22222
1417,excitatory,5,0.11111111,0.0,0.11111111
1418,excitatory,5,3.2222223,4.888889,1.2222222
1419,excitatory,5,0.0,0.22222222,0.0
1420,excitatory,5,0.0,0.0,0.0
1421,inhibitory,5,2.3333333,0.7777778,3.2222223
1422,excitatory,5,0.33333334,0.33333334,0.11111111
1423,excitatory,5,0.6666667,1.0,2.6666667
1424,inhibitory,5,0.11111111,0.0,0.11111111
1425,excitatory,5,0.0,0.0,0.0
1426,excitatory,5,0.0,0.0,0.0
1427,excitatory,5,1.6666666,1.3333334,1.3333334
1428,excitatory,5,3.1111112,3.2222223,3.4444444
1429,excitatory,5,0.5555556,1.4444444,0.22222222
1430,excitatory,5,1.2222222,0.11111111,0.11111111
1431,excitatory,5,0.0,0.0,0.0
1432,excitatory,5,0.0,0.0,0.0
1433,excitatory,5,0.0,0.7777778,0.5555556
1434,excitatory,5,7.3333335,3.2222223,5.5555553
1435,excitatory,5,0.0,0.0,0.0
1436,excitatory,5,48.77778,39.444443,18.333334
1437,excitatory,5,0.0,0.0,0.0
1438,inhibitory,5,10.0,6.0,13.333333
1439,excitatory,5,0.8888889,1.1111112,0.11111111
1440,excitatory,5,0.11111111,0.11111111,0.0
1441,excitatory,5,1.6666666,7.111111,5.6666665
1442,inhibitory,5,0.0,0.5555556,0.44444445
1443,inhibitory,5,4.0,17.11111,16.88889
1444,excitatory,5,0.11111111,0.7777778,0.22222222
1445,inhibitory,5,20.11111,12.555555,24.333334
1446,inhibitory,5,4.6666665,7.4444447,1.4444444
1447,excitatory,5,5.111111,5.5555553,3.8888888
1448,excitatory,5,0.0,0.0,0.5555556
1449,excitatory,5,0.0,0.6666667,0.0
1450,excitatory,5,0.11111111,0.0,0.0
1451,excitatory,5,0.11111111,2.3333333,0.0
1452,excitatory,5,0.44444445,0.5555556,0.0
1453,inhibitory,5,6.5555553,9.666667,2.1111112
1454,excitatory,5,0.33333334,0.0,0.0
1455,excitatory,5,1.5555556,3.0,2.8888888
1456,excitatory,5,0.0,0.0,0.0
1457,excitatory,5,0.0,0.11111111,2.0
1458,excitatory,5,0.7777778,1.4444444,2.2222223
1459,excitatory,5,0.0,0.11111111,0.0
1460,excitatory,5,0.0,0.0,0.0
1461,excitatory,5,16.666666,9.888889,4.5555553
1462,excitatory,5,0.0,0.0,0.0
1463,excitatory,5,0.0,0.0,0.0
1464,excitatory,5,0.0,0.11111111,0.0
1465,excitatory,5,0.0,0.22222222,0.0
1466,inhibitory,5,19.444445,26.444445,20.333334
1467,inhibitory,5,25.666666,17.666666,24.555555
1468,excitatory,5,0.0,0.0,0.0
1469,inhibitory,5,7.888889,6.0,5.111111
1470,excitatory,5,0.22222222,0.0,0.8888889
1471,excitatory,5,0.5555556,1.0,0.44444445
1472,excitatory,5,0.0,0.0,0.0
1473,excitatory,5,0.0,0.0,0.0
1474,excitatory,5,0.0,0.0,0.0
1475,excitatory,5,0.11111111,0.5555556,0.0
1476,inhibitory,5,44.555557,48.77778,19.444445
1477,excitatory,5,0.0,0.0,0.0
1478,excitatory,5,0.0,0.0,0.0
1479,excitatory,5,24.222221,54.77778,31.555555
1480,excitatory,5,0.7777778,0.44444445,0.0
1481,excitatory,5,6.7777777,4.4444447,12.111111
1482,excitatory,5,1.2222222,0.7777778,11.111111
1483,excitatory,5,0.22222222,0.44444445,0.0
1484,excitatory,5,0.0,0.0,0.0
1485,inhibitory,5,1.5555556,1.0,2.2222223
1486,inhibitory,5,28.0,26.0,31.666666
1487,excitatory,5,0.0,0.0,0.0
1488,excitatory,5,15.666667,21.222221,16.666666
1489,excitatory,5,41.555557,44.77778,79.77778
1490,excitatory,5,0.22222222,0.7777778,0.7777778
1491,excitatory,5,0.0,0.0,0.0
1492,excitatory,5,0.0,0.0,0.0
1493,excitatory,5,1.4444444,1.1111112,0.5555556
1494,excitatory,5,8.0,12.666667,23.666666
1495,excitatory,5,0.0,0.0,0.0
1496,excitatory,5,6.111111,2.3333333,6.111111
1497,inhibitory,5,9.777778,7.5555553,15.555555
1498,excitatory,5,0.0,0.0,0.0
1499,excitatory,5,2.2222223,9.0,7.2222223
1500,inhibitory,6,0.0,0.0,1.0
1501,inhibitory,6,6.3333335,10.333333,10.666667
1502,excitatory,6,4.7777777,5.4444447,6.7777777
1503,excitatory,6,0.11111111,0.44444445,0.44444445
1504,excitatory,6,14.666667,14.666667,3.6666667
1505,excitatory,6,3.1111112,7.0,0.22222222
1506,excitatory,6,0.33333334,2.0,2.1111112
1507,inhibitory,6,0.11111111,1.1111112,0.6666667
1508,excitatory,6,3.5555556,4.4444447,6.888889
1509,excitatory,6,0.22222222,0.6666667,0.6666667
1510,excitatory,6,10.444445,8.333333,12.777778
1511,excitatory,6,0.0,0.0,0.0
1512,excitatory,6,18.666666,15.777778,17.666666
1513,excitatory,6,0.0,0.0,0.0
1514,excitatory,6,0.0,0.0,0.0
1515,inhibitory,6,0.7777778,4.3333335,7.4444447
1516,excitatory,6,96.888885,108.333336,46.0
1517,excitatory,6,0.0,0.33333334,0.0
1518,excitatory,6,0.11111111,0.0,0.33333334
1519,excitatory,6,0.0,0.0,0.0
1520,excitatory,6,0.22222222,0.33333334,0.0
1521,excitatory,6,0.5555556,1.3333334,0.8888889
1522,excitatory,6,0.0,0.0,0.0
1523,excitatory,6,0.11111111,0.0,2.3333333
1524,inhibitory,6,21.666666,8.555555,28.11111
1525,excitatory,6,0.0,0.0,0.0
1526,excitatory,6,0.6666667,0.0,0.22222222
1527,excitatory,6,1.4444444,0.22222222,2.7777777
1528,excitatory,6,0.33333334,0.6666667,0.7777778
1529,excitatory,6,0.11111111,0.0,0.44444445
1530,excitatory,6,0.0,0.0,0.0
1531,excitatory,6,0.0,0.6666667,0.0
1532,inhibitory,6,77.77778,70.111115,33.77778
1533,excitatory,6,0.0,0.0,0.0
1534,excitatory,6,11.777778,7.888889,5.0
1535,excitatory,6,0.0,0.0,0.0
1536,excitatory,6,4.4444447,6.4444447,3.0
1537,excitatory,6,1.3333334,0.7777778,1.4444444
1538,excitatory,6,0.0,0.0,0.0
1539,excitatory,6,0.6666667,0.11111111,1.2222222
1540,excitatory,6,0.0,0.11111111,0.11111111
1541,inhibitory,6,26.333334,20.88889,10.444445
1542,excitatory,6,0.0,0.0,0.0
1543,excitatory,6,1.7777778,2.0,1.0
1544,excitatory,6,0.0,0.0,0.0
1545,inhibitory,6,48.88889,36.22222,35.666668
1546,excitatory,6,0.22222222,0.33333334,1.0
1547,excitatory,6,7.7777777,7.6666665,10.222222
1548,excitatory,6,0.0,0.0,0.0
1549,excitatory,6,0.0,0.0,0.0
1550,excitatory,6,16.333334,14.0,8.888889
1551,excitatory,6,10.444445,4.0,9.555555
1552,inhibitory,6,13.111111,18.11111,5.2222223
1553,excitatory,6,0.11111111,0.33333334,0.5555556
1554,excitatory,6,0.22222222,0.0,4.111111
1555,excitatory,6,0.0,0.0,0.0
1556,excitatory,6,0.0,0.0,0.0
1557,inhibitory,6,40.11111,33.555557,33.666668
1558,excitatory,6,1.8888888,1.6666666,0.0
1559,excitatory,6,13.777778,9.444445,12.555555
1560,excitatory,6,0.0,0.0,0.0
1561,excitatory,6,0.0,0.0,0.0
1562,excitatory,6,0.0,0.0,0.0
1563,excitatory,6,2.4444444,1.1111112,1.8888888
1564,excitatory,6,1.4444444,0.8888889,3.2222223
1565,excitatory,6,0.33333334,0.22222222,0.0
1566,excitatory,6,13.222222,12.333333,16.88889
1567,excitatory,6,0.0,0.0,0.0
1568,inhibitory,6,10.333333,8.777778,19.11111
1569,excitatory,6,0.11111111,0.0,0.11111111
1570,excitatory,6,1.3333334,1.3333334,2.5555556
1571,excitatory,6,7.888889,3.5555556,9.777778
1572,excitatory,6,0.0,0.0,0.0
1573,excitatory,6,15.444445,8.222222,14.222222
1574,inhibitory,6,6.5555553,9.333333,14.666667
1575,inhibitory,6,5.6666665,3.3333333,11.0
1576,inhibitory,6,37.444443,34.0,17.333334
1577,excitatory,6,0.11111111,0.11111111,0.0
1578,excitatory,6,0.0,0.0,0.0
1579,excitatory,6,1.7777778,3.3333333,4.111111
1580,excitatory,6,0.0,0.0,0.0
1581,inhibitory,6,40.555557,49.88889,76.333336
1582,excitatory,6,0.0,0.0,0.0
1583,excitatory,6,0.5555556,0.22222222,0.11111111
1584,excitatory,6,0.0,0.0,0.0
1585,excitatory,6,0.8888889,1.8888888,2.8888888
1586,inhibitory,6,0.0,0.11111111,0.0
1587,excitatory,6,0.11111111,0.44444445,3.5555556
1588,inhibitory,6,2.7777777,2.4444444,1.5555556
1589,excitatory,6,48.22222,57.0,54.77778
1590,inhibitory,6,3.1111112,1.1111112,0.44444445
1591,excitatory,6,4.2222223,5.111111,2.0
1592,excitatory,6,6.888889,6.5555553,7.111111
1593,excitatory,6,0.22222222,0.0,0.0
1594,inhibitory,6,20.88889,29.11111,13.333333
1595,excitatory,6,0.22222222,1.0,0.0
1596,excitatory,6,0.5555556,0.0,0.7777778
1597,excitatory,6,8.0,11.444445,4.888889
1598,excitatory,6,0.0,0.0,0.0
1599,excitatory,6,0.0,0.0,0.0
1600,excitatory,6,20.444445,26.666666,7.888889
1601,inhibitory,6,0.8888889,0.8888889,3.1111112
1602,excitatory,6,0.33333334,0.44444445,0.0
1603,excitatory,6,0.33333334,0.33333334,0.22222222
1604,excitatory,6,0.0,0.0,0.0
1605,excitatory,6,15.777778,15.222222,17.222221
1606,excitatory,6,1.2222222,0.7777778,2.8888888
1607,excitatory,6,0.0,0.11111111,0.6666667
1608,excitatory,6,0.33333334,1.0,1.3333334
1609,excitatory,6,0.0,0.0,0.0
1610,inhibitory,6,0.8888889,2.2222223,1.3333334
1611,excitatory,6,0.0,0.0,0.0
1612,excitatory,6,2.8888888,1.0,2.6666667
1613,excitatory,6,5.6666665,3.4444444,5.888889
1614,excitatory,6,0.0,0.0,0.0
1615,excitatory,6,18.666666,22.333334,24.0
1616,excitatory,6,0.0,0.11111111,0.11111111
1617,inhibitory,6,25.0,20.444445,5.7777777
1618,inhibitory,6,29.555555,18.555555,17.444445
1619,inhibitory,6,42.0,44.555557,63.88889
1620,excitatory,6,10.222222,14.111111,12.777778
1621,excitatory,6,0.0,0.11111111,0.0
1622,excitatory,6,1.2222222,0.7777778,0.7777778
1623,inhibitory,6,1.4444444,1.0,3.7777777
1624,excitatory,6,0.0,0.0,0.0
1625,excitatory,6,0.0,0.0,0.0
1626,excitatory,6,0.11111111,0.0,0.22222222
1627,excitatory,6,0.8888889,1.6666666,1.3333334
1628,excitatory,6,1.7777778,1.3333334,1.7777778
1629,excitatory,6,0.0,0.0,0.0
1630,excitatory,6,0.0,0.0,0.0
1631,excitatory,6,0.0,0.11111111,0.11111111
1632,excitatory,6,0.0,0.0,0.0
1633,excitatory,6,0.0,0.0,0.0
1634,inhibitory,6,5.7777777,0.5555556,1.3333334
1635,excitatory,6,0.0,0.0,0.0
1636,excitatory,6,0.0,0.0,0.0
1637,excitatory,6,0.22222222,0.5555556,1.8888888
1638,excitatory,6,0.0,0.0,0.0
1639,inhibitory,6,2.7777777,7.2222223,5.6666665
1640,inhibitory,6,13.0,15.666667,30.666666
1641,inhibitory,6,19.555555,20.11111,6.0
1642,excitatory,6,8.777778,10.0,12.888889
1643,inhibitory,6,32.666668,12.888889,12.222222
1644,inhibitory,6,19.88889,1.6666666,11.0
1645,excitatory,6,0.0,0.0,0.0
1646,inhibitory,6,24.11111,31.88889,30.88889
1647,excitatory,6,0.0,0.0,0.0
1648,excitatory,6,0.0,0.0,0.0
1649,excitatory,6,12.333333,8.111111,4.5555553
1650,excitatory,6,0.0,0.22222222,0.44444445
1651,excitatory,6,0.0,0.0,0.0
1652,excitatory,6,17.0,24.444445,30.222221
1653,inhibitory,6,1.3333334,0.7777778,14.777778
1654,inhibitory,6,31.0,39.77778,34.22222
1655,inhibitory,6,14.0,25.88889,33.555557
1656,excitatory,6,0.11111111,0.11111111,1.3333334
1657,inhibitory,6,1.7777778,0.44444445,2.3333333
1658,excitatory,6,0.0,0.11111111,0.0
1659,excitatory,6,0.11111111,0.33333334,5.5555553
1660,excitatory,6,0.0,0.0,0.0
1661,inhibitory,6,0.33333334,0.22222222,0.44444445
1662,excitatory,6,1.1111112,2.0,0.0
1663,excitatory,6,0.0,0.0,0.0
1664,excitatory,6,3.0,3.5555556,3.5555556
1665,excitatory,6,1.4444444,1.4444444,0.7777778
1666,inhibitory,6,0.0,0.11111111,0.33333334
1667,excitatory,6,0.0,0.0,0.0
1668,excitatory,6,0.6666667,1.0,0.33333334
1669,excitatory,6,1.4444444,0.8888889,1.0
1670,inhibitory,6,33.666668,22.222221,35.11111
1671,excitatory,6,0.22222222,0.0,1.1111112
1672,excitatory,6,5.2222223,9.0,7.2222223
1673,excitatory,6,0.11111111,0.11111111,0.0
1674,excitatory,6,0.0,0.0,0.0
1675,excitatory,6,1.1111112,3.2222223,4.111111
1676,excitatory,6,0.0,0.11111111,0.0
1677,excitatory,6,0.0,0.0,0.22222222
1678,excitatory,6,8.555555,6.6666665,5.0
1679,excitatory,6,0.0,0.0,0.0
1680,inhibitory,6,2.6666667,7.0,2.5555556
1681,excitatory,6,0.0,0.0,0.0
1682,inhibitory,6,67.333336,70.888885,74.666664
1683,excitatory,6,0.0,0.0,0.0
1684,inhibitory,6,15.444445,13.0,25.88889
1685,excitatory,6,0.11111111,1.6666666,2.7777777
1686,excitatory,6,0.0,0.0,0.0
1687,inhibitory,6,16.444445,24.333334,46.444443
