error_model,level,seed,neuron_id,cell_type,observed,kappa_lost,fluctuation_r2,teacher_rate_hz,student_rate_hz
synapse_dropout,0.0,44,1910,excitatory,1,0.0,0.08358651399612427,0.07763975155279502,0.1513975155279503
synapse_dropout,0.0,44,1912,excitatory,1,0.0,0.917635977268219,3.105590062111801,3.1948757763975153
synapse_dropout,0.0,44,1913,excitatory,1,0.0,0.6042750477790833,0.2329192546583851,0.3493788819875776
synapse_dropout,0.0,44,1914,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,1917,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,1918,excitatory,1,0.0,0.8047715425491333,1.9409937888198756,2.5854037267080745
synapse_dropout,0.0,44,1919,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,1920,excitatory,1,0.0,0.8850411772727966,3.493788819875776,3.773291925465838
synapse_dropout,0.0,44,1922,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,1924,excitatory,1,0.0,-0.21972334384918213,0.15527950310559005,0.4270186335403726
synapse_dropout,0.0,44,1926,excitatory,1,0.0,0.9167818427085876,0.3881987577639751,0.47360248447204967
synapse_dropout,0.0,44,1928,excitatory,1,0.0,0.9812380075454712,27.48447204968944,30.034937888198755
synapse_dropout,0.0,44,1929,excitatory,1,0.0,0.9264428615570068,1.2422360248447204,1.3625776397515528
synapse_dropout,0.0,44,1930,excitatory,1,0.0,0.748226523399353,1.7857142857142856,2.1583850931677016
synapse_dropout,0.0,44,1934,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,1935,excitatory,1,0.0,0.8748592138290405,1.3198757763975155,1.5100931677018632
synapse_dropout,0.0,44,1936,inhibitory,1,0.0,0.861036479473114,1.0869565217391304,0.6871118012422359
synapse_dropout,0.0,44,1937,excitatory,1,0.0,0.9566330313682556,2.4068322981366457,2.5465838509316767
synapse_dropout,0.0,44,1939,inhibitory,1,0.0,0.8236818909645081,0.6987577639751552,0.36490683229813664
synapse_dropout,0.0,44,1940,excitatory,1,0.0,0.5761445760726929,4.736024844720497,6.7352484472049685
synapse_dropout,0.0,44,1943,excitatory,1,0.0,0.9639154672622681,5.978260869565217,6.595496894409937
synapse_dropout,0.0,44,1945,excitatory,1,0.0,0.9700053334236145,8.074534161490682,8.610248447204969
synapse_dropout,0.0,44,1946,inhibitory,1,0.0,0.765224814414978,0.15527950310559005,0.08152173913043477
synapse_dropout,0.0,44,1948,inhibitory,1,0.0,0.9320892095565796,6.6770186335403725,5.411490683229813
synapse_dropout,0.0,44,1949,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,1953,excitatory,1,0.0,0.9402112364768982,2.562111801242236,2.418478260869565
synapse_dropout,0.0,44,1954,excitatory,1,0.0,0.937457799911499,0.4658385093167702,0.3881987577639751
synapse_dropout,0.0,44,1958,excitatory,1,0.0,0.9783693552017212,26.940993788819874,26.789596273291924
synapse_dropout,0.0,44,1961,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,1964,excitatory,1,0.0,0.900117039680481,0.3881987577639751,0.4619565217391304
synapse_dropout,0.0,44,1966,inhibitory,1,0.0,0.9138807058334351,63.35403726708074,54.627329192546576
synapse_dropout,0.0,44,1967,excitatory,1,0.0,0.1046871542930603,0.07763975155279502,0.1513975155279503
synapse_dropout,0.0,44,1968,inhibitory,1,0.0,0.6795604228973389,1.0093167701863353,0.4852484472049689
synapse_dropout,0.0,44,1969,excitatory,1,0.0,0.7485361099243164,1.0869565217391304,1.482919254658385
synapse_dropout,0.0,44,1971,excitatory,1,0.0,0.8696449995040894,3.881987577639751,4.6894409937888195
synapse_dropout,0.0,44,1972,excitatory,1,0.0,0.9541656970977783,0.4658385093167702,0.39208074534161486
synapse_dropout,0.0,44,1973,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,1974,excitatory,1,0.0,0.740835428237915,1.0869565217391304,1.451863354037267
synapse_dropout,0.0,44,1975,excitatory,1,0.0,0.9619078636169434,0.2329192546583851,0.23291925465838506
synapse_dropout,0.0,44,1976,inhibitory,1,0.0,0.9197332859039307,1.1645962732919255,0.9316770186335402
synapse_dropout,0.0,44,1977,inhibitory,1,0.0,0.9418297410011292,3.881987577639751,3.2958074534161486
synapse_dropout,0.0,44,1979,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,1980,excitatory,1,0.0,0.6864346265792847,0.2329192546583851,0.30667701863354035
